Feature.ID	B1_RPKM_fwd_RNA.Seq	B2_RPKM_fwd_RNA.Seq	B3_RPKM_fwd_RNA.Seq	B4_RPKM_fwd_RNA.Seq	B5_RPKM_fwd_RNA.Seq	B6_RPKM_fwd_RNA.Seq	B7_RPKM_fwd_RNA.Seq	B8_RPKM_fwd_RNA.Seq	B9_RPKM_fwd_RNA.Seq	B10_RPKM_fwd_RNA.Seq
KRT4	0	0.058	11.907	0.023	0	0.651	0.049	0.075	0.678	0.052
KRT40	0	0	0.05	0.025	0	0.812	0.135	0.278	0.693	0.081
KRT5	20.08	47.786	61.388	1.06	0.099	1.442	7.871	0.164	12.644	2.447
KRT6A	0.05	0.972	44.367	0.06	0.023	0.143	0.107	0.066	0.777	0.66
KRT6B	0	0	0.168	0	0	0.23	0.092	0.071	0.687	0.059
KRT6C	0.018	0	0.294	0	0	0.764	0.137	0.024	0.245	0.088
KRT7	645.213	1279.195	616.75	193.345	211.829	46.722	234.624	379.189	164.578	21.109
KRT71	0	0	0.127	0	0.05	0.386	0.115	0.095	0.346	0.099
KRT72	0	0	0	0	0	0.607	0.078	0.027	0.5	0.056
KRT73	0.018	0	0.252	0.021	0	0.842	0.206	0.024	0.245	0.059
KRT74	0	0.045	0.138	0	0.02	0.564	0.112	0.077	0.321	0.056
KRT75	0	0	0	0	0	0.658	0.049	0.127	0.791	0.042
KRT76	0	0.025	0.152	0	0	0.76	0.103	0.107	0.31	0.08
KRT77	0.024	0.019	0.116	0	0	0.582	0.158	0.065	0.644	0.054
KRT78	0.023	0.247	0.054	0.027	0.032	0.098	0.206	0.03	0.315	0.076
KRT79	0	0	0.047	0	0	0.592	0.177	0	0.271	0.098
KRT8	233.108	585.096	221.876	112.804	60.335	31.8	96.044	81.897	80.901	423.32
KRT80	1.112	2.108	9.354	1.129	0.936	1.257	0.537	4.974	1.035	4.538
KRT81	0	0	0.252	0	0	0.549	0.055	0.028	0.293	0.071
KRT82	0.015	0.094	0.108	0	0	0.261	0.078	0	0.376	0.059
KRT83	0	0.033	0.051	0	0.03	0.559	0.056	0.058	0.299	0.491
KRT84	0	0	0.046	0	0	0.674	0.151	0.104	0.432	0.119
KRT85	0.016	0	0	0	0	0.281	0.084	0.087	0.27	0.009014
KRT86	0.019	0	0.184	0	0	0.752	0.05	0.103	0.375	0.086
KRT9	0.035	0	0.168	0	0	0.611	0.16	0.118	0.734	0.098
KRTAP1-1	0	0	0	0	0	0.194	0.116	0.179	0	0.05
KRTAP1-3	0	0	0	0	0	0.36	0.054	0.056	0.115	0
KRTAP1-4	0	0	0	0	0	0	0	0.12	0.249	0
KRTAP1-5	0	0	0.082	0	0	1.039	0.044	0.183	0.381	0.153
KRTAP10-10	0	0	0	0	0	0.159	0	0	0	0
KRTAP10-11	0	0	0	0	0.046	0	0.042	0	0.091	0.018
KRTAP10-12	0	0	0	0	0	0	0	0	0.128	0.051
KRTAP10-4	0	0	0	0	0	0.126	0	0	0.243	0
KRTAP10-6	0.033	0	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0.033	0	0	0
KRTAP10-9	0	0	0.153	0	0	0	0	0	0.089	0.018
KRTAP11-1	0	0	0.105	0	0	0.192	0.172	0.059	0.246	0.098
KRTAP12-3	0	0	0	0	0	0	0.127	0	0	0
KRTAP13-1	0	0	0.128	0	0	0.233	0.279	0.072	0.598	0.18
KRTAP13-2	0	0	0.453	0	0	0.412	0.123	0.064	0.66	0.053
KRTAP13-3	0	0	0.37	0	0	0.672	0.1	0.104	0.215	0
KRTAP13-4	0	0	0.199	0	0	0.724	0	0.112	0.232	0.093
KRTAP15-1	0	0.138	0.424	0	0	0	0	0.238	0.742	0
KRTAP16-1	0	0	0.124	0	0	0.45	0.134	0	0.36	0.014
KRTAP17-1	0.052	0	0.123	0	0	0	0	0	0	0
KRTAP19-1	0	0	0.352	0	0	0	0	0	0	0.082
KRTAP19-3	0	0	0	0	0.115	1.061	0.212	0	0.453	0.045
KRTAP19-4	0	0	0	0	0	0	0	0	0.439	0
KRTAP19-6	0	0	0.293	0	0	0	0	0.164	0.683	0.068
KRTAP19-7	0	0	0	0	0	0	0	0.281	0	0
KRTAP19-8	0	0	0	0	0	0	0.164	0	0	0
KRTAP2-1	0	0	0	0	0	0.45	0.269	0	0	0.058
KRTAP2-2	0	0	0	0	0	0.734	0.073	0.076	0.941	0
KRTAP2-3	0	0	0	0	0	0.205	0.184	0.063	0.263	0.053
KRTAP2-4	0	0	0	0	0	0.229	0	0.071	0.293	0
KRTAP20-2	0	0	0	0	0	0	0	0.272	0	0.34
KRTAP20-3	0	0	0	0	0	0	0	0.198	0	0.247
KRTAP21-1	0	0	0.4	0	0	0.728	0	0.225	0.467	0.374
KRTAP21-2	0	0	0	0	0	0.694	0.207	0	0	0.089
KRTAP21-3	0	0	0	0	0	0	0	0.213	0	0
KRTAP22-2	0	0	0.328	0	0	0	0.178	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0.538	0
KRTAP24-1	0	0	0.058	0	0	0	0.19	0	0.272	0.054
KRTAP25-1	0	0	0.52	0	0	0.945	0.424	0.292	0.908	0.243
KRTAP26-1	0	0	0.249	0	0	0.452	0.316	0.186	0.87	0.213
KRTAP27-1	0.059	0	0	0	0	0	0.153	0	0.657	0.165
KRTAP3-1	0	0	0.324	0	0	0	0.176	0.091	0.566	0.038
KRTAP3-2	0	0	0.277	0	0	1.007	0.452	0.389	0.646	0.097
KRTAP3-3	0	0	0.137	0	0	0	0	0.153	0.318	0
KRTAP4-1	0	0.085	0.52	0.066	0.077	0	0.283	0.073	0.152	0.122
KRTAP4-11	0	0	0.082	0	0	0.447	0.089	0.138	0.477	0
KRTAP4-12	0	0	0.089	0	0	0.162	0.194	0	0.208	0.042
KRTAP4-2	0	0	0	0	0	0	0	0.141	0.147	0
KRTAP4-3	0	0	0.102	0	0	0	0.166	0	0.594	0
KRTAP4-4	0	0	0	0	0	0	0.048	0.05	0.104	0.021
KRTAP4-5	0	0	0.219	0	0	0.199	0.059	0	0.382	0.051
KRTAP4-6	0	0	0	0	0	0	0.05	0.102	0.425	0.043
KRTAP4-7	0.043	0	0.205	0	0	0.932	0.223	0.173	0	0.048
KRTAP4-8	0	0	0	0	0	0.153	0	0	0	0.02
KRTAP4-9	0	0	0.175	0	0	0	0.332	0	0.305	0.041
KRTAP5-1	0	0	0	0	0	0.371	0.055	0.057	0.119	0
KRTAP5-10	0.344	0.178	0.182	0.415	0	0.496	0.296	0.051	0.423	0.233
KRTAP5-11	0	0	0	0.048	0	0.685	0.153	0	0.329	0.022
KRTAP5-2	0	0	0	0	0	0.469	0.047	0	0.301	0.02
KRTAP5-3	0.045	0	0	0	0	0	0	0	0	0.05
KRTAP5-4	0	0	0	0	0	0.296	0.044	0	0.285	0.038
KRTAP5-5	0	0	0.085	0	0	0.155	0.046	0	0.298	0.02
KRTAP5-6	0	0	0.171	0	0	0.312	0	0	0	0
KRTAP5-7	0.631	0	0.535	0.761	0.063	2.141	0.524	0.06	0.125	0.075
KRTAP5-8	0.274	0.053	0.244	0.66	0.048	0.591	0.53	0	0.284	0.114
KRTAP5-9	1.294	0.422	0.405	0.699	0.048	2.207	0.66	0.136	0.66	0.321
KRTAP6-1	0	0	0	0	0	0	0.239	0	0	0
KRTAP6-2	0	0	0.509	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0.424	0.175	0.727	0
KRTAP7-1	0	0	0	0	0	0.251	0	0.078	0.161	0.129
KRTAP8-1	0	0	0	0	0	0.943	0.376	0.097	0.403	0.04
KRTAP9-1	0	0	0	0	0	0	0	0	0.446	0.06
KRTAP9-2	0	0	0	0	0	0	0	0.107	0.446	0.067
KRTAP9-3	0	0	0	0.049	0	0.352	0	0.163	0.226	0.068
KRTAP9-4	0	0	0.398	0	0	0.361	0	0.167	0.116	0
KRTAP9-7	0	0	0.188	0	0	0	0.205	0	0	0.044
KRTAP9-8	0	0	0	0	0	0.177	0	0.055	0.454	0
KRTAP9-9	0	0	0.098	0	0	0.356	0.16	0	0.799	0
KRTCAP2	27.366	90.512	40.412	20.265	24.261	9.585	30.275	49.021	12.695	36.494
KRTCAP3	4.811	3.462	9.989	9.419	3.52	2.782	3.62	1.111	1.783	7.548
KRTDAP	0	0	0.78	0.099	0.116	1.064	0.742	0.547	0.909	0.137
KSR1	0.135	0.447	0.449	0.315	0.393	1.09	0.384	0.505	0.923	0.225
KSR2	1.874	1.046	0.333	1.082	0.954	0.719	0.427	0.717	0.645	1.463
KTI12	0	0	0	0	0	0	0	0	0	0.013
KTN1	126.822	244.697	127.909	95.42	50.987	25.908	59.727	85.944	26.126	165.378
KXD1	8.455	12.904	6.38	4.892	10.187	2.471	4.495	3.78	2.891	9.592
KY	0.028	0.011	0.135	0.008561	0.009985	0.306	0.128	0.047	0.295	0.094
KYNU	2.832	2.054	31.162	1.043	1.244	9.285	1.764	0.616	6.506	0.591
L1CAM	0	0.1	0.076	0	0	0.07	0.062	0.032	0.267	0.022
L1TD1	0.01	0.031	0.145	0	0	0.789	0.236	0.176	0.618	0.152
L2HGDH	2.356	3.743	1.766	1.907	2	0.774	1.371	1.788	0.956	2.093
L3HYPDH	1.904	1.407	2.366	1.733	2.186	1.139	1.513	1.289	0.73	0.862
L3MBTL1	1.271	0.158	0.593	1.274	1.422	0.735	1.304	0.227	0.911	0.46
L3MBTL2	3.283	5.281	3.463	3.457	2.337	1.095	2.602	2.383	1.368	3.932
L3MBTL3	8.485	4.356	4.925	1.668	2.824	1.783	3.966	1.331	2.391	3.788
L3MBTL4	1.557	0.175	0.643	0.068	0	1.316	1.5	0.226	0.718	0.225
LACC1	5.202	5.234	5.534	2.211	3.455	1.421	4.662	3.261	2.806	3.933
LACE1	1.95	2.854	1.657	2.202	1.763	1.391	1.478	1.216	1.04	1.449
LACRT	0	0	0.189	0	0	0.688	0	0	1.323	0.398
LACTB	8.02	11.461	5.948	7.771	5.486	1.139	3.403	3.188	3.023	4.796
LACTB2	5.002	18.039	6.56	4.371	10.012	2.926	3.801	10.77	3.317	5.783
LACTBL1	0	0	0	0	0	0.176	0.079	0.054	0.338	0
LAD1	23.956	105.828	52.676	14.431	10.432	6.525	32.018	8.419	10.77	58.916
LAG3	0.081	0	0.048	0	0	0.175	0.026	0.027	0.225	0.034
LAGE3	0.356	0.863	0.423	0.296	0.659	0.096	0.316	0.416	0.247	0.73
LAIR1	0.187	0.801	0.307	0.295	0.243	0.434	0.445	0.307	0.477	1.156
LAIR2	0	0	0	0	0	0.249	0.074	0.077	0.638	0.032
LALBA	0	0	0.396	0	0	0.24	0.287	0.148	0.769	0.062
LAMA1	0.339	0.032	0.229	0.015	0.012	0.851	0.265	0.179	0.696	0.165
LAMA2	1.419	3.058	1.091	0.297	0.905	1.731	1.514	1.208	1.791	1.967
LAMA3	4.453	5.493	2.541	0.411	0.043	1.96	2.538	1.144	2.313	0.793
LAMA4	1.636	5.069	0.813	1.516	3.696	1.755	0.718	1.79	1.169	1.911
LAMA5	2.305	1.958	6.62	3.692	1.655	0.413	2.062	1.242	1.068	5.727
LAMB1	31.35	28.58	17.64	10.057	17.527	5.919	6.997	7.965	7.319	48.308
LAMB2	2.111	7.748	2.946	1.841	2.628	1.384	1.889	2.88	1.099	8.846
LAMB3	27.29	27.615	39.636	10.802	2.976	10.879	25.215	1.116	8.018	57.005
LAMB4	0.048	0.032	0.279	0	0.029	0.746	0.321	0.258	0.631	0.211
LAMC1	21.093	60.884	31.237	10.089	5.422	4.209	10.125	12.973	6.942	28.309
LAMC2	2.943	19.274	5.557	2.801	1.533	2.741	4.177	2.995	5.856	5.877
LAMC3	0.531	0.761	0.11	0.16	0.131	0.115	0.48	0.363	0.22	0.401
LAMP1	46.399	53.739	26.071	22.243	14.441	22.913	15.672	17.418	13.802	53.935
LAMP2	6.977	12.824	8.958	3.293	4.653	2.886	3.934	4.563	2.291	4.707
LAMP3	0.496	0.9	0.259	0.994	0.256	0.889	0.625	0.355	0.838	0.262
LAMP5	0.02	0.123	0.235	0	0	0.77	0.179	0.026	0.329	0.088
LAMTOR1	11.736	21.369	10.353	7.124	7.874	6.522	7.931	7.093	5.89	18.245
LAMTOR2	11.644	30.277	15.101	6.884	7.36	3.85	11.584	11.171	3.618	17.344
LAMTOR3	9.699	14.379	7.478	4.586	7.08	3.553	4.663	2.988	2.8	22.187
LAMTOR4	24.195	47.106	24.184	18.99	18.055	7.71	21.255	8.639	9.333	32.067
LAMTOR5	13.47	24.405	14.36	7.928	18.226	6.374	9.096	8.188	4.744	16.907
LANCL1	11.663	10.821	16.887	4.724	4.744	2.843	5.519	5.524	3.498	9.269
LANCL2	3.309	4.434	2.914	2.569	1.348	1.044	1.956	1.078	1.595	3.631
LANCL3	1.931	0.752	0.577	0.601	0.41	0.577	0.423	2.267	0.37	0.701
LAP3	15.759	30.888	13.638	13.836	9.927	4.577	8.906	2.672	6.827	25.031
LAPTM4A	67.277	77.655	88.159	24.512	28.172	11.09	26.402	20.481	12.057	76.51
LAPTM4B	8.081	58.247	15.202	6.415	24.992	3.905	6.373	5.4	2.552	10.073
LAPTM5	0.813	4.477	0.858	1.003	0.712	2.341	2.029	0.434	0.95	7.879
LARGE	5.672	5.639	3.066	4.033	3.322	2.122	2.835	6.075	2.373	7.884
LARP1	16.145	16.264	15.569	19.45	7.395	2.969	6.783	6.448	5.3	10.561
LARP1B	7.618	8.705	5.741	5.791	6.026	1.745	2.992	5.047	1.589	8.842
LARP4	9.616	16.082	13.32	10.668	7.637	2.992	6.636	6.562	3.986	15.276
LARP4B	12.073	13.145	10.378	13.671	10.725	2.262	7.206	10.245	4.448	16.315
LARP6	4.317	2.916	0.656	0.25	0.827	0.448	1.628	1.497	1.625	1.457
LARP7	30.97	30.034	20.071	15.712	16.261	4.62	12.212	8.659	5.837	36.446
LARS	23.813	34.702	21.604	16.807	17.114	4.145	11.549	7.944	6.537	15.031
LARS2	2.897	9.349	5.831	3.276	4.092	2.245	2.647	2.619	2.585	4.712
LAS1L	5.478	11.054	5.908	4.709	8.513	1.615	3.148	14.22	1.305	6.928
LASP1	25.61	29.787	26.454	14.106	12.863	3.956	7.883	16.662	5.779	33.231
LAT	0.241	0.272	0.104	0.132	0.216	0.474	0.283	0.351	0.364	0.134
LAT2	0.074	0.429	0.175	0.045	0.104	0.399	0.334	0.074	0.409	0.174
LATS1	6.393	8.629	4.507	6.214	4.11	1.298	3.545	3.233	2.684	12.533
LATS2	1.416	1.605	0.503	1.506	0.647	0.631	0.895	0.487	0.626	1.321
LAX1	0.086	0.342	0.262	0.089	0.035	0.742	0.206	0.147	0.577	0.123
LAYN	0.511	1.47	0.624	0.247	0.349	0.504	0.377	0.428	0.646	0.575
LBH	2.52	7.167	1.341	1.945	1.648	1.13	1.28	2.057	1.182	3.332
LBP	0.043	0	0.051	0	0	1.107	0.221	0.142	0.414	0.166
LBR	6.955	17.699	7.668	9.39	8.3	2.727	5.365	5.418	2.875	26.1
LBX1	0	0	0.075	0	0	0	0	0	0.087	0
LBX2	0.167	0.043	0.199	0.067	0.118	0.12	0.108	0.074	0.077	0.217
LCA5	3.275	2.908	2.648	1.055	2.607	0.963	1.76	1.28	1.733	4.021
LCA5L	0.188	0.848	0.447	0	0.385	1.257	0.442	0.365	1.09	0.446
LCAT	0.717	0.046	0.213	1.118	0.547	0	0.656	0.12	0.331	0.381
LCE1A	0	0	0	0	0.091	0	0.334	0	0.717	0.072
LCE1B	0.036	0	0	0	0	0.153	0.046	0	0.098	0.02
LCE1C	0	0	0	0	0	0.503	0.075	0	0	0.032
LCE1D	0	0	0	0	0	0	0.121	0	0.26	0
LCE1E	0.034	0	0.163	0.041	0.048	0.444	0.576	0.457	1.708	0.133
LCE1F	0	0	0	0	0	0	0.087	0.09	0	0
LCE2A	0	0	0	0	0	0	0.265	0.182	0.189	0.076
LCE2B	0.066	0	0	0	0	0	0	0.088	0.183	0
LCE2C	0	0	0.47	0	0	0.569	0.17	0	0	0.037
LCE2D	0	0	0	0	0	0	0	0.089	0.184	0
LCE3D	0	0	0	0	0	0	0.257	0	0	0
LCE3E	0	0	0.157	0	0	0.858	0.171	0.265	0.183	0.037
LCE4A	0	0	0	0	0	0	0	0.278	0	0
LCE5A	0	0	0.117	0	0	0	0.128	0.132	0	0.055
LCE6A	0.126	0	0.898	0	0	0.817	0.163	0.168	0.698	0.385
LCK	0.236	1.038	0.129	0.109	0.102	0.704	0.304	0.242	0.15	0.292
LCLAT1	5.645	4.62	4.976	4.237	3.85	1.658	3.025	4.819	1.926	11.329
LCMT1	10.041	11.528	4.911	5.632	13.844	1.276	4.919	5.986	2.861	7.146
LCMT2	1.918	2.62	2.059	1.063	1.7	1.289	0.954	1.63	1.18	2.824
LCN1	0	0	0	0	0	0.222	0.199	0	0	0.028
LCN10	0.04	0	0	0	0	0.087	0.104	0	0.056	0
LCN12	0.059	0	0	0	0.083	0	0	0.078	0.163	0
LCN15	0	0.082	0	0	0	0.229	0	0	0.294	0
LCN2	0.197	13.19	0.234	126.89	0.346	2.126	0.699	1.51	12.535	0.601
LCN6	0	0	0	0	0	0.246	0.073	0	0.158	0.032
LCN8	0.044	0.068	0.105	0	0	0	0.057	0	0.244	0
LCN9	0.152	0	0	0	0	0.658	0.098	0.102	0	0.085
LCNL1	0	0	0	0	0	0	0.057	0.059	0.122	0.012
LCOR	18.461	23.606	12.164	18.504	14.937	3.338	9.159	9.541	4.959	33.293
LCORL	3.052	4.079	2.3	1.883	2.756	1.085	1.467	0.949	1.188	3.155
LCP1	1.196	10.434	26.652	1.443	4.133	1.568	2.026	24.271	6.679	3.531
LCP2	0.251	1.268	0.714	0.746	0.517	1.01	1.165	0.267	0.971	0.352
LCT	0.006449	0	0.199	0	0.009078	0.501	0.142	0.017	0.446	0.075
LCTL	0.133	0.029	0.181	0.069	0.107	0.739	0.196	0.203	0.474	0.295
LDB1	12.033	7.878	17.439	10.23	7.735	2.027	9.889	7.609	5.95	11.845
LDB2	0.905	2.102	0.466	0.619	0.892	0.521	0.681	0.784	1.044	0.736
LDB3	0.031	0.077	0.162	0.045	0.052	0.241	0.176	0.058	0.343	0.124
LDHA	68.048	246.339	192.822	57.591	41.139	34.023	16.779	33.327	39	39.473
LDHAL6A	0.031	0	0.26	0.057	0.088	0.474	0.182	0.543	0.65	0.061
LDHAL6B	0.046	0	0.108	0	0	0.986	0.295	0.365	0.758	0.038
LDHB	238.854	572.382	319.324	174.663	174.072	16.494	111.175	20.704	49.28	540.744
LDHC	0	0	0.374	0	0.044	0.817	0.285	0.714	0.436	0.14
LDHD	0.156	3.267	1.809	0.448	0.247	0.253	0.227	0.234	0.541	0.098
LDLR	0.551	2.265	0.891	2.597	0.561	0.496	0.277	1.47	1.102	0.578
LDLRAD1	0	0	0	0	0	0	0.2	0	0	0.057
LDLRAD2	0.04	0.187	0.144	0.073	0.057	0.305	0.156	0.027	0.251	0.123
LDLRAD3	0.722	0.528	0.259	0.197	1.017	0.589	0.352	0.218	0.302	0.144
LDLRAD4	3.714	0.799	3.761	0.097	0.062	1.044	0.931	0.193	1.059	1.066
LDLRAP1	1.02	1.708	1.867	0.882	1.455	0.715	0.694	2.077	0.458	1.209
LDOC1	1.699	0.862	1.67	0.035	0.082	0.253	0.605	0.039	0.892	0.39
LDOC1L	3.883	6.321	4.242	1.899	2.418	0.952	1.933	2.655	1.367	7.208
LEAP2	2.003	3.546	0.136	0.622	3.464	2.966	2.808	7.097	1.267	0.191
LECT1	0.028	0	0	0.034	0	0.845	0.144	0.112	0.774	0.171
LECT2	0	0.058	0.178	0.045	0.053	0.649	0.291	0.05	0.728	0.188
LEF1	0.255	1.002	0.233	0.142	0.29	0.72	0.772	0.536	0.922	0.713
LEFTY1	0	0	0.177	0.03	0	0	0.096	0.066	0.207	0.124
LEFTY2	0.018	0	0.176	0	0	0.24	0.239	0.025	0.205	0.041
LEKR1	0.408	0.154	0.709	0.156	0.336	0.902	0.578	0.504	0.991	0.48
LELP1	0	0	0	0	0	0	0.2	0.309	0.428	0
LEMD1	0.126	0.326	1.7	0	0	1.091	0.272	0.168	0.699	0.234
LEMD2	5.519	6.634	4.453	3.834	4.93	1.35	2.689	3.993	1.658	5.838
LEMD3	8.011	10.58	6.811	5.129	5.579	2.149	4.431	5.454	2.148	12.875
LENEP	0	0	0.296	0.226	0	0.539	0.241	0	0	0
LENG1	5.137	6.126	3.672	2.743	2.752	0.785	1.937	3.213	0.881	3.33
LENG8	7.073	2.194	4.793	12.312	5.911	1.189	5.869	4.743	2.624	3.959
LENG9	1.223	1.666	1.002	1.196	0.89	0.546	0.599	0.281	0.467	0.901
LEO1	16.669	25.004	19.553	11.344	16.016	6.184	8.269	10.876	8.447	30.483
LEP	0.024	0	0.14	0	0.017	0.459	0.091	0.22	0.229	0.105
LEPR	1.759	1.916	3.482	0.616	0.669	0.658	0.772	0.375	0.828	1.1
LEPRE1	1.003	1.534	1.269	0.771	1.724	1.238	0.858	2.05	0.866	2.43
LEPREL1	1.512	2.326	0.366	0.968	0.188	0.533	0.465	0.343	1.253	0.799
LEPREL2	0.951	0.19	1.786	0.056	0.67	0.265	0.713	0.061	0.212	0.451
LEPREL4	0.591	0.939	1.995	0.094	0.832	0.605	0.562	0.601	0.344	1.933
LEPROT	3.84	7.074	2.121	2.126	1.001	0.239	1.041	0.421	0.481	2.477
LEPROTL1	6.865	12.287	6.169	4.64	4.018	4.054	4.233	1.903	2.74	10.432
LETM1	4.926	8.02	5.613	5.364	3.16	1.568	2.42	5.522	1.21	7.577
LETM2	0.321	0.365	0.509	0.414	0.362	1.85	0.664	0.171	0.83	0.951
LETMD1	16.291	13.757	10.571	17.393	10.091	3.137	11.347	5.388	3.866	4.764
LEUTX	0	0	0.143	0.073	0	1.04	0.078	0.08	0.333	0.267
LFNG	4.807	1.41	0.244	0.897	0.072	1.495	0.861	3.453	0.497	1.124
LGALS1	3.625	42.455	16.363	4.463	12.045	5.951	5.43	19.338	4.817	5.151
LGALS12	0.018	0	0	0	0	0.607	0.113	0	0.243	0.039
LGALS13	0	0	0.646	0	0	1.175	0.263	0	1.129	0.151
LGALS14	0	0	0.355	0	0	0.968	0.241	0.05	0.724	0.27
LGALS16	0	0.104	0	0	0	0.874	0.087	0.09	0.187	0.075
LGALS2	0	1.424	0.546	0	0.216	1.655	0.099	0.102	0.424	0.085
LGALS3	48.873	162.443	3.748	27.004	8.202	7.166	11.127	61.506	12.544	50.096
LGALS3BP	30.666	80.058	23.262	12.64	16.482	10.672	23.485	0.645	14.917	35.261
LGALS4	0.063	5.586	0.225	0.153	0.267	6.969	0.286	1.097	0.35	4.67
LGALS7	0	0.254	0	0.099	0	0.354	0	0	0.227	0
LGALS7B	0	0.256	0	0	0	0	0	0	0	0
LGALS8	12.419	33.533	19.821	23.837	5.566	5.396	7.634	4.86	5.305	14.778
LGALS9	3.716	4.619	2.779	3.073	0.387	1.486	5.123	1.713	2.095	0.509
LGALS9B	0	0	0	0.039	0	0.141	0.126	0.043	0.451	0.108
LGALS9C	0	0	0.224	0	0	0.305	0.304	0.063	0.195	0.078
LGALSL	1.057	2.227	1.532	1.11	0.759	0.913	0.56	1.466	1.229	0.951
LGI1	0.051	0	0.244	0	0.048	0.591	0.309	0.091	0.994	0.256
LGI2	0.083	0.475	0.076	0.031	0.054	0.937	0.272	0.068	0.512	0.305
LGI3	0.012	0	0.177	0	0	0.268	0.16	0.033	0.24	0.048
LGI4	0.098	0.195	0.133	0.051	0.217	0.242	0.145	0.112	0.116	0.078
LGMN	69.439	48.811	7.6	15.491	4.059	4.741	10.568	3.671	4.892	45.724
LGR4	14.326	20.747	17.951	8.311	2.866	3.164	5.785	6.745	3.778	3.685
LGR5	2.332	0.283	0.1	0.22	0.079	3.398	0.236	0.262	0.894	0.281
LGR6	0.044	0.207	0.132	0	0.016	0.336	0.258	0.119	0.431	0.068
LGSN	0	0.033	0.154	0.321	0.02	0.682	0.121	0.249	0.338	0.116
LHB	0	0	0	0	0	0	0.1	0.103	0.214	0.129
LHCGR	0.013	0	0.218	0	0	1.074	0.203	0.157	0.652	0.283
LHFP	2.362	5.808	0.49	0.815	1.24	0.405	1.114	0.975	0.571	1.946
LHFPL1	0.023	0.178	0.054	0	0.226	0.693	0.178	0.092	0.761	0.153
LHFPL2	9.84	19.391	15.069	7.705	4.279	4.781	3.003	4.192	3.774	25.614
LHFPL3	0	0.059	0.03	0	0	0.22	0.214	0.153	0.529	0.127
LHFPL4	0	0	0.138	0	0.023	0.179	0.107	0.077	0	0.046
LHFPL5	0.019	0.029	0.358	0.045	0.106	0.57	0.195	0.176	0.417	0.136
LHPP	1.104	3.943	1.483	0.753	0.879	1.348	1.271	0.833	0.465	1.213
LHX1	0	0.621	0.028	0.014	0	0	0.03	0.047	0.163	0.033
LHX2	0	0	0	0	0.047	0.145	0	0.424	0.093	0.046
LHX3	0.016	0	0	0	0	0.068	0.101	0.063	0.174	0
LHX4	0.043	0.033	0.358	0.026	0.94	0.279	0.139	1.378	0.179	0.036
LHX5	0.058	0	0.184	0.023	0	0	0.05	0	0.054	0.043
LHX6	0.046	0.849	0.088	0.034	0.157	0.201	0.216	0.112	0.154	0.134
LHX8	0.033	0.128	0.393	0	0	0.786	0.342	0.397	0.962	0.174
LHX9	0.126	0	0.15	0	0.022	0.544	0.142	0.084	0.479	0.087
LIAS	4.747	5.724	5	3.105	3.424	1.818	1.993	0.561	1.877	4.205
LIF	0.02	0.711	1.283	0.529	0.215	0.44	0.513	0.082	0.339	0.283
LIFR	0.856	5.374	0.277	0.042	0.181	0.706	0.593	7.058	0.646	0.505
LIG1	3.438	5.367	4.302	5.021	8.48	1.644	2.61	6.79	1.889	6.176
LIG3	3.88	6.267	3.278	3.669	5.783	1.3	2.666	5.036	1.809	5.545
LIG4	4.605	5.393	5.778	4.034	2.444	1.203	4.291	1.288	1.902	4.256
LILRA1	0.013	0.06	0.123	0.016	0	1.117	0.284	0.19	0.716	0.158
LILRA2	0	0.179	0.274	0	0	0.598	0.238	0	0.255	0.064
LILRA3	0.05	0	0.06	0.03	0	0.436	0.098	0	0	0.014
LILRA4	0.047	0	0.281	0	0	0.921	0.122	0.063	0.197	0.145
LILRA5	0	0.039	0.119	0.03	0.071	0.65	0.129	0.1	0.278	0.042
LILRA6	0.021	0.096	0.293	0.099	0	0.534	0.146	0.206	0.484	0.074
LILRB1	0.053	0.186	0.063	0.064	0.019	0.403	0.206	0.142	0.516	0.133
LILRB2	0.069	0.214	0.066	0.217	0.019	0.299	0.214	0.166	0.421	0.077
LILRB3	0.043	0.067	0.102	0.086	0.04	0.433	0.055	0.095	0.079	0.064
LILRB4	0.078	0.42	0.276	0.257	0.136	0.586	0.375	0.207	0.376	0.151
LILRB5	0.071	0.276	0	0.151	0.1	0.463	0.207	0.095	0.247	0.208
LIM2	0	0	0	0	0	0	0	0.055	0.114	0
LIMA1	28.575	59.368	9.715	14.003	8.414	8.113	12.341	10.627	7.677	12.031
LIMCH1	12.941	65.459	13.959	10.569	14.575	5.329	8.252	8.786	8.837	8.09
LIMD1	9.406	14.012	6.745	8.035	7.387	1.697	4.381	5.752	2.424	9.801
LIMD2	0.477	0.155	0.387	0.424	1.236	0.325	0.535	0.887	0.486	0.46
LIME1	0.202	0.366	0.401	0.692	0.713	0	0.436	0.315	0.093	0.356
LIMK1	1.205	1.706	0.763	0.872	1.115	0.297	0.933	1.53	0.445	1.458
LIMK2	3.149	9.213	5.097	4.727	1.987	1.692	2.17	1.98	2.597	6.172
LIMS1	14.919	23.725	8.682	5.022	3.502	3.075	6.178	2.848	4.144	16.194
LIMS2	0.065	0.101	0.187	0.047	0.037	0.452	0.203	0.087	0.109	0.065
