Feature.ID	ST3_RPKM_fwd_RNA.Seq	SB3_RPKM_fwd_RNA.Seq	SC3_RPKM_fwd_RNA.Seq	SL3_RPKM_fwd_RNA.Seq	SC4_RPKM_fwd_RNA.Seq	SL4_RPKM_fwd_RNA.Seq	ST4_RPKM_fwd_RNA.Seq	SB4_RPKM_fwd_RNA.Seq	SC2_RPKM_fwd_RNA.Seq	SL2_RPKM_fwd_RNA.Seq	SB2_RPKM_fwd_RNA.Seq	ST2_RPKM_fwd_RNA.Seq	SC1_RPKM_fwd_RNA.Seq	SL1_RPKM_fwd_RNA.Seq	SB1_RPKM_fwd_RNA.Seq	ST1_RPKM_fwd_RNA.Seq
PDZD8	2.834	7.169	17.93	10.966	38.599	9.259	2.242	0.921	6.313	5.453	5.731	4.127	19.207	4.144	4.012	3.908
PDZD9	0	0	0.063	0.118	0	0	0.102	0	0	0	0	0.036	0	0.269	0	0
PDZK1	1.263	0.109	0.859	8.852	0.181	4.59	0.336	6.34	0.042	2.001	0.336	0.153	3.6	4.171	6.328	0.125
PDZK1IP1	0.843	2.695	13.715	0.071	1.346	2.417	0.781	0	5.528	0	0	0.742	1.771	0	21.906	2.057
PDZRN3	0.569	2.811	1.637	0.153	0.133	0.381	0.08	0.219	1.459	0.503	0.358	0.722	0.439	0.489	1.615	0.304
PDZRN4	0.316	0.307	0.067	0.078	0.102	0.059	0.153	0.028	0.197	0	0.094	0.257	0.134	0.332	0	0.154
PEA15	5.581	20.086	13.381	5.353	19.826	9.12	8.652	4.293	25.876	7.967	12.486	9.572	10.287	2.238	29.05	10.054
PEAK1	2.35	7.731	3.026	1.626	3.716	2.572	2.495	1.929	4.092	0.744	2.483	3.462	5.314	0.788	4.853	2.986
PEAR1	0.442	0.557	0.378	0.21	0.571	1.46	0.34	0.539	0.591	0	0.397	0.441	0.588	0.219	2.51	0.425
PEBP1	7.581	22.287	27.366	184.443	21.536	62.017	7.768	13.53	25.432	172.339	50.246	13.523	42.033	65.412	26.488	13.411
PEBP4	0.482	0	0	0	0.569	0	0.123	0	0	0	0.062	0.087	0	0.217	0	0.193
PECAM1	2.299	3.317	0.827	0.832	0.936	0.982	1.917	2.049	5.017	0.376	2.123	4.05	2.177	0.479	2.615	4.184
PECR	0.747	0.161	0.981	10.937	0.395	3.382	0.608	0.243	0.155	12.059	0.825	0.978	3.965	6.777	0.617	0.859
PEF1	1.414	2.435	1.928	3.226	0.631	0.801	1.022	0.806	7.426	2.961	5.556	1.931	2.616	1.078	7.65	2.178
PEG10	0.796	0.545	0.277	0.53	0.021	0.029	0.838	0.928	0.677	0.063	1.684	0.541	0.046	0.234	0.507	0.295
PEG3	0.036	0.15	0	0.007071	0	0	0.016	0	0.054	0.51	0	0.026	0.02	0.011	0.016	0.242
PELI1	3.972	22.12	6.654	7.204	6.35	5.162	4.919	0.363	5.41	0.111	4.796	7.754	7.955	1.776	3.367	9.61
PELI2	0.737	1.525	2.356	0.897	2.916	0.379	0.904	3.281	2.472	0.073	0.272	1.191	3.047	0.647	0.368	0.928
PELI3	0.301	0.438	0.666	0.223	0.178	0.168	0.321	0	0.135	0	0.096	0.381	0.319	0.135	0.934	0.1
PELO	0.111	0.172	0.21	0.131	0	0.247	0.013	0	0.697	0.143	0.189	0.08	0.501	0.1	0.47	0.059
PELP1	0.527	0.874	1.15	0.799	1.725	1.019	1.031	1.024	1.134	0	0.872	0.722	0.348	0.369	2.429	0.657
PEMT	0.085	0.635	1.132	6.769	0.549	1.595	0.145	0.09	2.019	1.324	0.35	0.432	0.771	1.917	2.201	0.318
PENK	0.076	0.213	0.048	0	0	0	0	0	0.274	0	0	0	0.043	0.069	0	0
PEPD	0.91	1.398	6.371	6.607	0.598	1.648	0.531	0.113	3.262	3.956	2.721	1.572	5.394	2.99	25.06	1.458
PER1	0.274	4.093	1.027	0.569	1.474	4.833	0.398	2.13	0.871	0.267	0.563	0.704	0.259	0.556	1.596	1.293
PER2	1.018	8.421	1.815	3.645	2.546	1.158	0.997	0.144	1.91	0.33	1.228	1.992	1.354	0.764	1.219	2.02
PER3	1.111	5.923	1.043	1.709	0.91	0.944	0.664	0.202	1.192	0.54	2.494	2.785	1.139	1.188	4.573	2.279
PERP	6.005	111.032	34.201	7.273	31.06	3.56	4.333	2.172	26.458	3.988	25.312	13.353	29.391	4.845	32.043	29.651
PES1	0.891	2.165	1.929	2.365	2.036	2.385	0.977	2.731	3.631	0.547	1.757	1.665	1.433	0.929	3.952	1.502
PET100	0.953	4.294	3.617	7.722	4.231	2.408	1.41	0	17.055	2.469	9.127	5.062	4.312	3.146	5.649	4.407
PET112	0.916	0.787	0.671	1.716	0.249	0.796	0.51	0.051	0.955	0.75	0.693	1.013	1.2	1.65	2.573	0.798
PET117	0.464	0.606	0.294	0.441	3.473	0.083	0.508	0	2.675	0	0.953	0.639	0.893	0.084	1.59	0.694
PEX1	1.941	2.165	2.425	1.719	3.252	0.033	1.158	3.901	2.005	1.624	4.98	3.4	2.432	1.217	3.406	2.504
PEX10	0.363	1.283	2.036	1.416	1.071	0.231	0.709	0.11	2.461	0.605	1.625	0.903	0.91	1.309	5.209	0.72
PEX11A	0.463	0.302	0.644	2.416	1.114	0.991	0.158	0	0.5	1.439	2.945	0.604	2.2	1.834	0.839	0.198
PEX11B	1.229	1.381	2.086	1.359	1.585	0.573	1.298	0.059	3.352	0	5.017	2.449	2.971	1.157	3.769	2.117
PEX11G	0	0.185	0.063	1.058	0.085	0.354	0	4.408	0.149	0	0.305	0.036	0.393	0.625	2.262	0
PEX12	0.682	0.524	0.406	0.5	0.845	0.107	0.425	0.042	0.975	1.404	0.927	0.669	0.568	1.12	1.387	0.899
PEX13	2.146	3.38	6.337	4.497	5.175	1.361	2.753	0.379	4.45	2.595	8.48	3.74	6.758	2.92	8.107	3.996
PEX14	0.503	1.095	1.415	1.757	0.865	1.346	1.05	5.207	2.767	0.217	1.377	0.709	0.727	0.956	3.171	1.104
PEX16	0.79	0.763	1.214	1.205	0.776	0.478	0.944	0.896	1.405	5.045	0.869	1.288	0.862	0.762	4.166	1.084
PEX19	1.496	2.285	4.122	7.414	1.639	2.486	1.473	3.479	2.491	1.483	2.59	3.178	4.714	3.594	7.957	3.054
PEX2	1.493	1.105	2.25	1.223	1.895	0.973	1.806	0.075	2.191	0	2.458	3.367	3.608	0.982	2.65	2.455
PEX26	1.268	1.912	2.91	2.845	2.681	0.754	1.885	2.842	1.864	2.995	2.577	1.945	2.939	1.052	4.572	1.884
PEX3	1.591	2.099	1.203	2.601	1.017	0.19	1.14	0.657	1.211	0.302	1.952	3.121	2.283	1.398	2.449	2.672
PEX5	0.574	1.105	2.258	2.797	2.671	1.235	1.347	0.053	1.31	0.388	1.934	1.067	2.174	1.281	1.633	1.265
PEX5L	0.466	0	0.05	0.061	0.024	0.005066	0.105	0	0.017	0	0.00583	0.008231	0.013	0.696	0.011	0
PEX6	0.677	0.373	0.857	0.913	0.966	0.508	0.946	0.456	1.173	0.598	0.632	1.104	1.184	0.859	2.706	0.936
PEX7	0.726	0.881	1.747	0.603	0.343	0.939	0.273	0	2.07	0.282	1.603	0.789	1.562	1.57	1.292	1.086
PF4	0.126	0	0.159	0	0	0	0	0	0	0	0	0	0.285	0.227	0.295	0
PF4V1	0	0	0	0	0	0	0	0.154	0	0	0.075	0	0.082	0.393	0	0
PFAS	0.42	0.68	0.961	0.759	0.567	0.82	0.676	1.609	0.696	0	1.293	1.086	0.667	0.396	1.899	0.779
PFDN1	1.789	2.692	3.087	1.35	6.919	1.378	0.916	4.821	4.806	1.58	2.921	3.358	5.75	1.611	11.244	3.472
PFDN2	2.18	5.864	9.125	7.26	16.143	15.33	1.947	14.557	19.57	18.252	27.452	4.435	6.736	2.114	15.027	2.327
PFDN4	1.44	1.865	7.287	1.138	7.94	0	0.901	0.085	8.903	0	3.366	2.608	3.348	1.152	6.362	3.116
PFDN5	17.706	29.737	34.902	28.161	48.288	20.266	20.124	7.3	122.519	12.183	33.776	43.087	29.876	9.032	26.508	39.142
PFDN6	0.881	2.123	4.554	2.265	8.395	3.078	1.455	6.997	13.792	0	2.412	2.447	3.157	0.926	18.141	1.96
PFKFB1	0.373	0.145	0.511	8.953	0	2.881	0.191	7.366	0.727	0	0.191	0.203	1.019	3.245	0.334	0.166
PFKFB2	1.224	3.239	2.861	0.405	1.923	0.719	0.776	0.449	1.533	0.824	2.115	1.676	6.062	0.732	3.537	2.156
PFKFB3	1.747	7.619	5.672	4.989	9.137	8.097	3.831	2.214	6.296	6.522	2.713	3.347	7.191	1.532	7.946	3.938
PFKFB4	0.185	0.676	1.464	0.055	0.225	0.041	0.084	0	0.185	0	0.538	0.156	0.209	0.25	1.853	0.198
PFKL	1.774	3.98	5.706	5.195	2.367	1.78	2.247	1.174	8.715	5.747	19.725	3.227	4.265	1.597	10.122	3.195
PFKM	1.38	1.773	1.96	0.451	2.36	0.766	0.846	1.043	5.432	0	6.272	1.622	2.151	1.014	2.769	1.578
PFKP	0.906	3.381	5.369	0.301	3.319	1.051	1.238	5.182	3.231	0.141	3.684	2.614	5.559	0.555	19.947	1.993
PFN1	8.754	15.739	36.329	20.816	21.253	19.415	17.294	15.363	44.012	16.862	14.692	16.171	12.94	4.261	70.467	18.522
PFN2	1.176	3.289	4.852	1.031	0.659	0.228	0.436	0.487	7.346	0.199	7.083	1.333	5.09	1.795	27.829	1.037
PFN4	0.278	0.065	0	0.082	0	0	0.38	0	0.75	0	0.214	0.101	0.079	0.625	1.072	0.297
PGA3	0.154	0.036	0	0.091	0	0	0.053	0	0	0	0	0	0	0.069	0	0
PGA4	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0	0
PGA5	0.308	0	0	0.091	0	0	0	0	0	0	0	0	0	0.416	0.026	0
PGAM1	4.444	20.137	13.307	10.32	7.962	5.164	5.323	0.464	17.013	6.326	14.551	10.022	9.49	4.453	33.591	11.325
PGAM2	0.377	0.234	0.079	0	0	0	0.515	0	0	0	0.064	0.137	0.071	0	0.126	0.402
PGAM4	0.128	0.09	0	0.228	0.028	0	0	0	0.058	2.494	0.033	0.07	0.036	0.462	0.065	0.068
PGAM5	0.529	2.345	3.14	3.787	1.01	2.67	1.831	0.14	4.725	3.344	3.192	1.738	2.564	0.924	3.431	1.572
PGAP1	0.765	2.051	4.07	0.511	1.724	0.998	0.559	0	1.79	0.075	3.286	1.035	2.4	0.576	0.676	1.298
PGAP2	1.061	1.319	0.448	1.39	0.874	0.02	0.966	4.821	0.902	1.719	1.906	1.153	0.775	0.677	3.042	1.062
PGAP3	0.2	0.71	1.394	1.711	0.913	1.501	0.438	2.418	0.625	0	2.179	0.61	0.68	0.649	0.82	0.513
PGBD1	0.412	0.592	0.217	0.367	0.236	0	0.364	1.091	0.783	0	0.476	0.473	0.447	0.464	2.109	0.293
PGBD2	1.431	0.834	0.855	0.354	0.154	1.028	0.828	0	0.501	1.39	1.203	1.627	0.54	0.608	1.667	1.124
PGBD3	0	0	0	0	0	0	0	0	0	0.546	0	0	0	0	0	0.025
PGBD4	0.836	0.173	0.176	0.193	0	0	0.381	0	0	0.361	0.548	1.211	0.158	0.251	0.592	0.768
PGBD5	0.417	1.931	0.691	0.685	0.124	0	0.482	0	0.404	0	0.148	0.5	0.327	0.434	0.151	0.548
PGC	0.178	0	0.075	0.035	0	0	0.02	0.063	0.178	0	0	0	0	0.214	0	0
PGD	3.334	16.43	9.354	9.098	3.081	4.288	2.335	4.472	15.491	4.321	21.82	7.792	4.685	3.003	15.166	7.535
PGF	0.282	0.341	0.713	0.067	0.145	0.678	0.173	0.417	2.586	0	0.058	0.408	0.382	0.254	0.151	0.271
PGGT1B	3.434	3.921	3.322	2.622	4.683	1.743	2.4	2.633	2.31	0.46	7.658	6.064	5.405	1.991	4.969	5.457
PGK1	5.109	15.869	26.454	12.807	11.476	10.085	3.779	2.634	22.581	8.809	19.564	12.458	20.637	3.561	99.437	11.43
PGK2	0.446	0	0	0	0	0	0.022	0	0	0	0.033	0	0	0.172	0	0
PGLS	0.625	2.087	2.833	1.976	2.774	1.207	0.782	0.441	5.435	4.452	2.885	1.433	2.062	0.281	9.121	1.334
PGLYRP2	0.057	0.027	0.036	10.687	0.049	3.673	0.02	0.545	0.017	16.233	0	0.041	1.715	6.336	0.058	0
PGLYRP3	0.275	0.941	0	0.054	0	0	0.031	0	0.028	0	0	0.233	0	0.165	0	0.392
PGLYRP4	0.059	0.903	0	0.174	0.227	0.026	0.12	0	0	0	0	0.106	0	0.529	0.059	0.094
PGM1	0.931	1.527	7.029	20.452	1.987	7.059	0.581	7.41	5.192	10.11	1.483	1.582	4.341	8.732	10.55	1.645
PGM2	2.094	6.495	1.536	1.814	2.843	1.779	1.726	0.035	4.578	0.129	6.876	4.107	3.104	1.976	5.836	5.217
PGM2L1	1.026	1.919	4.191	0.18	4.093	0.424	1.008	0.04	3.279	0.098	0.591	1.83	1.404	0.502	2.538	1.352
PGM3	1.963	3.29	6.092	4.225	3.316	2.619	1.601	0.072	1.848	0.592	2.718	3.39	4.547	1.752	4.629	2.8
PGM5	0.516	1.248	0.204	0.191	0.139	0.043	0.198	1.195	1.645	0	0.53	0.958	0.383	0.581	0.314	1.05
PGP	0.446	0.24	0.456	0.468	0.221	0.383	0.551	1.345	0.783	0	1.709	0.597	0.835	0.185	1.106	0.44
PGPEP1	0.851	0.808	5.01	3.344	4.611	1.627	0.976	0.434	3.912	4.667	3.439	1.217	2.588	1.806	2.698	0.86
PGPEP1L	0.068	0	0	0.122	0	0	0.047	0	0	0	0	0	0	0.369	0	0.036
PGR	0.388	4.154	0.162	0.044	0.199	0.155	0.042	0.341	0.213	0	0.081	0.147	0.168	0.357	0.05	0.097
PGRMC1	3.708	13.571	20.122	54.386	23.907	21.675	2.111	12.492	16.588	60.066	17.618	5.068	28.673	25.704	48.278	5.638
PGRMC2	1.505	5.258	3.307	6.233	4.126	3.484	1.698	1.113	5.778	2.429	5.641	3.53	6.46	2.839	10.049	3.184
PGS1	0.982	1.626	1.274	1.486	1.309	1.73	1.728	0.052	1.164	0.191	3.025	1.922	1.639	0.531	1.978	2.018
PHACTR1	0.71	0.523	0.449	0.222	0.498	0.117	1.353	0	0.628	0.145	0.345	2.031	0.381	0.168	0.74	1.057
PHACTR2	2.004	6.511	3.449	2.188	8.992	4.096	2.328	0.641	4.239	2.14	3.606	5.709	7.221	1.478	7.706	4.884
PHACTR3	0.238	0.127	0.064	0.081	0.788	0.303	0.023	0	0	0	0	0.025	0.403	0.275	0.125	0.036
PHACTR4	2.122	6.441	2.917	4.18	2.943	2.004	2.832	3.318	5.284	2.836	6.612	3.124	2.777	1.956	4.809	3.39
PHAX	1.508	3.102	1.702	2.21	4.867	1.727	1.939	0.031	2.794	5.287	3.793	2.86	2.308	1.251	3.047	3.03
PHB	1.769	3.821	8.058	7.413	4.688	2.761	1.349	3.37	13.337	12.835	10.408	2.798	8.605	3.132	18.838	2.706
PHB2	4.924	6.122	10.904	13.053	9.651	6.787	4.79	1.185	10.431	16.821	8.002	9.703	11.312	6.181	13.973	8.641
PHC1	2.079	2.452	1	0.826	1.599	0.454	2.804	0.682	0.692	1.616	2.443	2.764	0.894	0.88	3.963	2.607
PHC2	0.645	1.972	3.133	7.341	2.881	6.808	0.608	1.829	2.893	2.506	2.594	1.625	3.603	1.881	11.667	1.225
PHC3	5.309	4.9	5.23	2.464	6.152	4.524	6.874	1.736	3.969	1.816	10.328	11.323	6.176	1.813	7.662	11.068
PHEX	0.677	0.053	0.262	0.067	0	0	0.296	0	0.011	0	0.174	1.268	0.128	0.305	0.303	0.321
PHF1	2.158	2.231	3.027	1.975	2.601	3.724	2.371	1.589	4.264	1.459	1.998	2.889	2.15	0.676	3.731	1.878
PHF10	4.18	5.457	6.429	3.852	7.822	3.585	3.844	0.817	6.464	1.25	7.492	8.55	7.167	3.185	5.526	7.483
PHF11	4.697	6.228	6.088	1.846	6.86	2.474	4.756	0.06	8.61	2.2	5.722	9.453	2.434	1.682	21.353	6.797
PHF12	2.214	1.669	2.222	1.366	1.317	0.499	2.032	4.002	1.362	2.869	3.639	3.363	1.696	1.027	2.92	2.376
PHF13	0.587	1.846	2.654	1.74	1.009	2.813	0.711	0.373	1.003	0	3.086	0.914	1.112	0.634	3.279	1.237
PHF14	2.701	2.921	2.954	1.289	5.566	2.191	2.412	0.218	3.681	3.05	6.574	4.534	5.086	1.112	4.524	3.453
PHF15	1.666	0.963	1.086	0.346	2.348	0.23	2.367	0.864	0.72	1.36	1.675	3.898	3.044	0.36	2.661	2.765
PHF16	0.909	0.899	2.124	1.259	1.526	0.927	0.902	0.138	2.248	0.084	1.145	1.153	1.482	0.936	1.737	1.653
PHF17	1.909	1.271	1.025	2.194	1.844	1.186	1.888	0.334	1.489	0.87	1.716	3.567	2.495	1.162	1.895	3.155
PHF19	1.37	1.245	0.972	0.434	1.076	0.685	3.026	0.875	2.764	0	1.455	2.037	1.51	0.532	6.335	1.765
PHF2	1.248	3.134	3.005	1.731	1.92	0.969	1.004	0.17	1.588	1.174	2.985	2.173	2.494	0.816	6.215	2.17
PHF20	2.376	3.145	4.847	1.659	4.714	1.851	2.36	1.587	4.678	1.99	6.445	5.271	3.64	1.268	4.988	4.674
PHF20L1	2.264	3.912	2.85	1.462	5.098	0.971	2.681	0.413	2.495	1.32	2.66	4.867	5.736	1.405	5.1	4.505
PHF21A	1.774	1.962	1.763	0.513	2.981	0.974	2.549	2.142	1.469	0.399	1.422	2.348	1.062	0.555	2.352	2.019
PHF21B	0.137	0.449	0.017	0.065	0.012	0	0.028	0.029	0.008248	0	0.014	0.05	0	0.198	0	0
PHF23	1.11	2.267	2.307	1.943	2.748	1.32	1.426	0.671	2.442	0.205	1.221	2.278	1.345	0.999	3.778	1.975
PHF3	7.004	7.247	11.747	7.215	31.522	7.464	9.845	1.066	7.639	4.699	6.617	14.809	10.643	4.326	13.32	12.547
PHF5A	2.325	2.498	2.878	2.518	0.999	0.361	2.106	0.107	5.853	0	4.306	3.845	2.631	1.001	9.262	2.752
PHF6	2.529	2.186	3.27	0.996	4.442	1.352	4.32	0.554	2.237	0	7.654	4.558	3.096	0.609	6.162	4.923
PHF7	0.568	0.595	0.629	0.561	0.691	0.823	0.856	0	0.142	0	1.772	1.011	0.562	0.511	1.222	0.631
PHF8	1.503	1.548	2.1	1.854	2.463	2.397	1.795	0.095	1.782	0.231	2.88	2.788	2.678	1.287	15.938	2.098
PHGDH	0.694	4.459	1.251	6.179	0.207	1.882	0.657	0.848	4.424	6.438	5.922	0.794	2.569	3.079	1.363	0.513
PHGR1	0.247	0	3.125	0	9.232	0.11	0	0	3.926	0.96	0	0	0.419	0	0	0
PHIP	4.876	5.609	6.797	1.702	6.755	3.053	4.818	2.724	2.856	1.784	7.373	9.976	5.701	1.24	7.492	9.027
PHKA1	1.066	1.108	0.575	0.622	1.352	0.125	0.227	0.111	0.671	0.068	1.453	0.323	0.969	0.614	3.044	0.522
PHKA2	1.172	1.376	2.072	5.42	1.903	3.886	1.478	3.66	0.406	2.515	3.04	2.036	3.294	2.312	1.846	1.5
PHKB	3.346	4.126	5.718	3.14	8.036	2.015	3.694	0.2	3.613	0.514	8.374	6.657	5.487	1.975	7.222	6.63
PHKG1	0.242	0.248	0.765	0.402	0.644	0.108	0.33	2.048	0.856	0	0.149	0.315	0.465	0.479	0.519	0.387
PHKG2	0.43	0.519	0.655	0.579	0.571	0.122	0.427	0.248	0.58	0	0.812	0.432	0.508	0.369	1.22	0.344
PHLDA1	1.438	17.139	5.403	29.134	5.955	23.416	0.995	4.221	9.155	15.288	1.159	2.678	21.558	3.574	15.98	3.79
PHLDA2	0	1.419	0.296	0.278	0.251	0	0	0	2.422	0	0.06	0	0.199	0	1.375	0.062
PHLDA3	0	1.854	1.752	0.168	0.153	0.222	0.291	0.075	3.601	0	0.911	0.875	0.924	0.128	5.458	0.758
PHLDB1	0.574	4.777	3.622	0.78	4.403	3.569	0.607	2.059	7.092	3.457	0.922	0.893	2.369	0.634	5.795	0.633
PHLDB2	1.333	8.775	2.067	5.822	1.376	3.037	0.466	3.803	2.272	1.895	1.159	1.26	2.62	2.869	54.064	0.824
PHLDB3	0.216	1.714	0.493	0.616	0.204	1.543	0.443	5.541	1.921	0	1.199	0.407	0.759	0.273	0.479	0.392
PHLPP1	0.604	1.253	0.924	2.271	0.758	0.914	0.66	1.209	0.333	0.457	1.568	0.742	1.71	1.558	1.651	0.851
PHLPP2	1.278	1.16	4.292	2.677	1.648	0.915	0.947	0.763	0.808	0	1.472	1.832	2.361	1.102	1.159	1.451
PHOSPHO1	0.099	0.046	0.031	0.059	0.085	0	0.102	0.577	0.015	0	0.025	0.126	0.028	0	0.017	0
PHOSPHO2	0.235	0	0.149	0.047	0	0	0.027	0	0.024	0	0.04	0.199	0.133	0	0.263	0.084
PHOSPHO2-KLHL23	0.947	0.991	3.628	0.789	3.256	1.119	0.49	1.816	3.625	0	1.694	1.103	7.067	0.83	3.66	0.751
PHOX2A	0.063	0	0	0	0	0	0	0	0.266	0	0	0	0	0.057	0	0
PHOX2B	0.071	0.017	0.022	0.084	0	0	0.024	0	0	0	0	0	0	0.16	0	0
PHPT1	0.947	1.123	2.614	1.021	0.703	0.614	0.441	0.547	3.382	1.004	1.104	0.592	1.461	0.775	4.159	0.322
PHRF1	1.052	2.272	1.344	2.289	2.547	2.095	1.684	2.394	1.515	0.076	1.731	2.133	1.577	0.843	3.84	1.28
PHTF1	1.427	1.037	1.197	1.004	1.284	0.355	0.963	4.146	1.454	1.548	1.175	2.224	1.69	1.644	2.952	1.789
PHTF2	2.678	1.858	2.108	0.562	1.354	1.034	3.012	0.432	1.347	0.127	2.464	6.726	1.829	0.456	3.869	5.107
PHYH	1.278	1.218	9.143	31.909	1.624	4.164	0.38	0.765	4.285	23.982	1.74	1.027	7.515	15.566	8.842	1.127
PHYHD1	0.151	0.329	0.159	1.016	0	0.786	0.189	0.32	0.484	0.392	0.207	0.164	0.285	0.726	0.101	0.269
PHYHIP	0.097	0.181	0.061	0	0.042	0.317	0.011	0	0.058	0	0.017	0.012	0.018	0.116	0.552	0
PHYHIPL	0.462	0.027	0.091	0.462	0.335	0.103	0.089	0	0.147	0	0	0	0.196	0.442	0	0
PI15	0.384	0.91	0.526	0.009485	0.667	0.328	0.033	0.017	3.354	0	0.098	0.075	0.172	0.432	0.601	0.077
PI16	0.969	0.086	0.029	0	0.06	0.041	0.347	0	1.343	0	0	0.836	0.104	0.125	0.108	0.567
PI3	2.526	52.461	5.902	0.115	2.255	0	9.889	0.206	1.108	0	0	16.473	0.33	0.175	2.609	17.217
PI4K2A	0.566	2.051	1.904	1.388	0.851	2.329	0.571	0.218	1.636	1	2.033	0.829	1.863	0.741	3.618	1.167
PI4K2B	2.571	4.767	4.824	5.869	3.392	4.453	2.206	0.791	3.597	1.046	4.327	5.112	7.188	3.231	10.857	4.675
PI4KA	3.057	4.145	3.076	4.966	2.426	3.189	3.299	1.61	1.948	1.097	5.23	6.237	3.779	1.723	4.657	5.105
PI4KB	1.731	4.231	2.8	2.625	1.775	1.202	2.196	1.021	1.862	0.769	6.56	3.547	3.763	1.536	5.61	2.785
PIANP	0.071	0.05	0.045	0	0.015	0	0.085	0	0.011	0	0.018	0	0	0.192	0	0
PIAS1	4.844	4.89	3.392	2.064	2.89	2.601	4.385	5.328	4.614	0.183	5.238	9.218	6.386	1.821	9.061	8.083
PIAS2	1.382	1.913	2.044	1.087	1.737	1.253	1.873	0.08	0.888	0.117	3.061	2.526	2.049	0.677	2.511	2.823
PIAS3	1.039	3.079	1.338	0.484	1.132	0.265	1.482	5.538	1.603	0.865	2.856	1.774	1.637	0.768	5.578	2.02
PIAS4	0.682	1.011	1.373	1.507	1.145	1.161	0.931	4.199	2.38	0.723	1.686	1.033	0.982	0.502	4.535	0.761
PIBF1	3.077	2.918	4.944	0.513	6.731	1.079	2.338	0.11	4.491	0	3.389	5.924	3.129	0.965	8.111	4.484
PICALM	7.545	18.044	22.381	13.971	12.556	13.306	7.69	1.971	20.994	12.351	11.299	15.017	17.821	5.164	67.051	17.077
PICK1	0.683	1.001	0.833	0.636	0.797	1.066	0.5	0.568	2.02	0	1.001	0.548	0.69	0.264	2.063	0.651
PID1	0.725	1.885	3.548	4.887	1.098	5.274	0.195	2.342	1.797	5.487	0.372	1.05	2.007	3.538	0.179	0.55
PIDD	0.286	0.167	0.272	0.212	0.354	0	0.44	0.493	0.258	0.557	0.496	0.13	0.142	0.161	0.625	0.287
PIEZO1	1.182	2.595	1.957	2.69	2.392	2.053	1.084	1.673	2.42	0.321	1.375	1.638	2.543	0.631	12.284	1.511
PIEZO2	0.665	0.987	0.905	1.63	0.557	0.697	0.22	1.701	0.994	0.086	0.336	0.265	0.89	1.138	0.227	0.183
PIF1	0.364	0.321	0.205	0	0.122	0	0.982	0.043	0.036	0	0.977	0.396	0.275	0	1.441	0.584
PIFO	0.367	0.086	0.174	0.027	0.335	0	0.063	0	0.083	0	0.071	0	0	0.496	0.416	0.098
PIGA	0.802	6.257	1.954	0.599	0.587	1.178	0.639	0.031	0.579	0	3.596	1.506	1.713	0.455	2.202	1.299
PIGB	1.568	0.891	0.899	0.727	0.653	0	1.188	0.104	0.603	1.333	1.534	3.55	2.329	1.191	3.256	2.511
PIGC	1.722	1.974	3.451	0.851	2.005	0	1.03	0.38	3.768	1.116	5.783	3.068	4.507	0.84	5.203	2.528
PIGF	3.705	2.437	4.75	1.296	4.247	0.169	2.402	6.036	3.877	0.369	8.241	5.576	5.806	2.738	9.057	4.919
PIGG	2.054	2.131	2.578	1.061	1.481	0.68	1.799	0.14	1.948	1.03	2.057	3.564	2.099	0.925	8.472	2.846
PIGH	0.898	1.152	1.326	1.332	0.933	1.202	0.972	0	1.527	0	0.615	2.034	1.737	1.079	2.312	1.798
PIGK	1.163	1.628	1.119	1.863	1.38	0.519	0.811	0.074	3.414	0.452	2.747	2.538	2.146	1.09	4.444	2.273
PIGL	1.589	1.83	2.72	1.441	0.602	0.042	3.032	0	0.757	0	1.103	2.81	1.745	1.599	3.952	2.294
PIGM	1.096	0.697	1.718	0.872	2.291	0.189	1.268	0	1.764	0.29	2.378	1.57	1.719	0.606	2.307	1.01
PIGN	2.384	3.284	3.004	1.886	1.841	1.152	1.832	1.309	0.768	0.944	6.153	4.871	4.784	1.789	8.841	4.926
PIGO	0.639	0.668	1.084	0.986	1.594	1.437	0.612	1.327	1.857	1.889	1.024	1.112	1.23	0.691	3.897	0.942
PIGP	0.503	0.751	1.592	0.656	1.211	0.045	0.515	0	1.992	1.956	2.22	0.948	2.049	0.181	2.702	0.859
PIGQ	0.288	0.404	0.502	0.834	0.109	0.595	0.394	1.642	0.249	0.14	0.648	0.327	0.612	0.227	4.116	0.52
PIGR	5.086	0.082	54.908	9.917	7.489	6.873	0.155	0.347	19.538	8.223	0.026	1.542	1.239	2.903	0.051	1.371
PIGS	1.461	1.869	2.608	0.667	1.321	1.504	1.331	0.119	2.968	3.933	4.384	1.995	1.378	0.675	3.522	1.98
PIGT	1.246	3.017	8.977	4.179	6.448	5.878	1.784	0.71	12.468	2.981	4.329	2.691	10.766	1.554	11.101	2.456
PIGU	1.175	1.425	6.842	1.08	1.086	0.026	0.883	0.498	5.836	1.599	4.041	2.15	2.427	1.005	5.384	1.756
PIGV	1.129	0.493	0.853	1.685	0.564	0.422	0.697	0	0.667	0.991	2.225	0.818	0.907	1.411	3.607	0.836
PIGW	0.764	1.447	1.329	1.019	0.164	0.128	0.815	0	0.129	0.186	3.749	1.211	1.594	0.731	4.374	1.605
PIGX	1.043	1.833	2.861	1.155	1.405	0.434	1.592	1.952	3.183	2.299	3.642	2.029	2.775	0.658	3.421	1.782
