Feature.ID	C1_T_FF_RPKM_fwd_RNA.Seq	C1_T_FFPE_RPKM_fwd_RNA.Seq	C2_T_FF_RPKM_fwd_RNA.Seq	C2_T_FFPE_RPKM_fwd_RNA.Seq	C3_T_FF_RPKM_fwd_RNA.Seq	C3_T_FFPE_RPKM_fwd_RNA.Seq	C4_T_FF_RPKM_fwd_RNA.Seq	C4_T_FFPE_RPKM_fwd_RNA.Seq	C4_N_FF_RPKM_fwd_RNA.Seq	C5_T_FF_RPKM_fwd_RNA.Seq	C5_T_FFPE_RPKM_fwd_RNA.Seq	C6_T_FFPE_RPKM_fwd_RNA.Seq	C6_T_FF_RPKM_fwd_RNA.Seq	C9_N_FF_RPKM_fwd_RNA.Seq	C9_T_FF_RPKM_fwd_RNA.Seq	C9_T_FFPE_RPKM_fwd_RNA.Seq	C13_N_FF_RPKM_fwd_RNA.Seq	C13_T_FF_RPKM_fwd_RNA.Seq	C13_T_FFPE_RPKM_fwd_RNA.Seq	C16_T_FF_RPKM_fwd_RNA.Seq	C16_T_FFPE_RPKM_fwd_RNA.Seq	C17_N_FF_RPKM_fwd_RNA.Seq	C17_T_FFPE_RPKM_fwd_RNA.Seq	C17_T_FF_RPKM_fwd_RNA.Seq	C18_T_FFPE_RPKM_fwd_RNA.Seq	C18_N_FF_RPKM_fwd_RNA.Seq	C18_T_FF_RPKM_fwd_RNA.Seq	C19_T_FF_RPKM_fwd_RNA.Seq	C19_T_FFPE_RPKM_fwd_RNA.Seq	C19_N_FF_RPKM_fwd_RNA.Seq
LOC100130921	0.203	0.072	0	0	0.255	0	0.056	0	0	0	0.037	0	0.053	0.114	0	0	0	0	0.082	0	0	0	0	0	0	0.169	0	0	0	0
LOC100131094	0.088	0.047	0	0	0.018	0	0.012	0	0.015	0.026	0	0.03	0.011	0.008211	0.034	0.026	0.029	0.039	0	0	0	0.076	0	0	0	0	0	0.041	0	0
LOC100131107	0	0.036	0.052	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0
LOC100131608	0.467	0	0.069	0.136	0.056	0.342	0.33	0	0.047	0.161	0	0	0.07	0.05	0.061	0	0	0.059	0.108	0	0	0	0	0	0	0	0.461	0.251	0	0
LOC100132146	0.074	0	0.019	0.075	0.031	0	0.101	0.089	0.026	0.119	0	0	0	0	0.023	0.022	0.032	0.066	0.119	0	0	0	0	0	0	0	0	0	0	0
LOC100132154	0.375	0	0	0	0	0	0.052	0	0	0.113	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156	0	0	0	0
LOC100132174	0	0	0	0.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0	0
LOC100132202	0	0	0	0.079	0	0	0.042	0	0	0.062	0.028	0	0.02	0	0	0	0	0.034	0.031	0	0	0	0	0	0	0	0	0	0	0
LOC100132247	6.514	1.735	9.391	1.705	7.547	7.273	1.892	1.048	1.383	2.771	12.172	16.304	2.997	2.134	3.645	7.958	1.399	4.404	1.496	3.495	2.463	1.102	1.915	2.997	2.647	2.937	2.259	2.226	0.669	2.751
LOC100132339	0.06	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132581	0.725	0.155	0.486	0.443	0.121	0	0.398	0.176	0.051	0.146	0.501	0	0	0.054	0.066	0.305	0.063	0.129	0.234	0.378	0.184	0	0	0	0.131	0.121	0.251	0.136	0	0
LOC100132705	0	0	0	0.078	0	0	0.189	0	0	0.277	0	0	0	0	0	0	0	0	0.185	0	0	0	0	0	0	0	0	0	0	0
LOC100132731	0.034	0.073	0.335	0.07	0.343	0.409	1.09	0.456	0.072	0.151	0.423	0.376	0.269	0.115	0.763	0.514	0.118	0.396	0.138	0.178	0.087	0	0.084	0	0.247	0	0.118	0.193	0	0
LOC100132858	0.875	0.125	0.241	0	0.049	0.1	0.128	0	0	0.023	0.042	0.321	0.153	0.044	0.107	0.035	0.076	0.104	0.141	0	0	0	0	0	0.053	0	0	0.11	0	0.293
LOC100132859	0.686	0.733	0.177	0.233	0	0.293	0.094	0.415	0.24	0.552	0.624	0.236	0	0.385	0.052	0.206	0.297	0.306	0.277	0	0	0.595	0.423	0	0	0	0	0	0	0
LOC100132900	0.144	0	0.074	0.196	0	0	0	0	0	0.174	0	0	0	0	0.088	0.087	0	0	0.116	0	0	0	0	0	0	0	0	0	0	0
LOC100133251	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100133267	0.281	0	0.145	0	0	0	0.154	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100133301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0	0	0	0	0	0	0	0	0	0	0
LOC100144595	0.086	0	0.044	0.039	0.024	0	0.063	0	0	0.046	0.01	0	0	0	0.017	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0
LOC100286914	2.284	0.203	3.168	0.68	1.192	0.244	1.569	0.346	0.2	1.666	2.078	0.982	1.421	0.374	0.742	0.601	0.742	1.526	0.346	0.744	1.086	0	0.352	0.564	0.129	0.475	0.494	0.537	0	0.718
LOC100287036	0.224	0	0.058	0.114	0.047	0	0.031	0	0	0	0.041	0	0.029	0	0.017	0.067	0	0	0.09	0	0	0	0	0	0	0	0	0.105	0	0
LOC100287177	0.072	0.103	0.075	0.049	0.181	0	0.119	0.088	0.203	0.204	0.053	0	0.418	0.705	0.266	0.087	0.251	0.258	0.058	0.189	0	0	0	0	0.065	0.121	0.251	0	0	0
LOC100287290	0.248	1.28	0.512	0.632	0.725	0.742	0.238	0	0.564	0.349	0.632	1.536	0.325	0.696	1.024	1.081	0.43	0.994	2.401	0	0.786	0.43	0.611	0.245	0.672	0.413	0	0.467	0.427	1.402
LOC100287313	0.494	0.195	0.17	0.224	0.687	0	0.633	0.133	0.537	1.126	0.439	0.151	1.61	0.883	1.192	0.429	0.832	1.075	0.266	0.572	0.418	1.142	0.27	0.433	0.446	0.548	0.19	0.103	0	0.414
LOC100287368	1.021	0.415	0.151	1.488	0.609	1.496	1.122	0.353	0	0.352	0.584	0	0.306	0.218	0.223	0.526	0.126	0.26	0.353	0	0	0	0	0	0.264	0	0.504	0.275	0	0.733
LOC100287387	0.064	0	0	0	0	0	0.035	0	0	0.026	0	0	0	0.072	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287399	0.158	0	0.041	0.081	0.033	0	0.239	0	0	0.191	0.043	0	0	0.015	0.024	0	0	0.106	0.032	0.103	0	0	0	0	0	0	0	0	0	0
LOC100287477	0	0	0.028	0	0	0	0.152	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287482	0.195	0	0.034	0.089	0.87	0.111	0.286	0.394	0.137	0.393	0.142	0.09	0.273	0.097	0.239	0.235	0.113	1.624	0.315	0.848	0.33	0.226	0.16	0.257	0.823	0.433	1.126	0.613	0.224	0.327
LOC100287633	0.279	0	0.072	0.19	0	0	0.153	0	0.098	0.168	0.051	0	0	0	0.043	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0
LOC100287651	0.176	0	0	0.096	0.029	0	0.329	0.085	0	0.071	0.013	0	0	0	0.183	0.085	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0
LOC100287718	0	0	0	0	0	0	0.245	0	0	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287837	0	0	0.123	0.108	0	0	0.022	0.048	0.083	0.032	0	0	0	0.104	0	0	0.034	0.035	0.096	0	0	0	0.098	0	0.036	0.066	0	0	0	0.1
LOC100287852	0	0	0	0	0	0.356	0	0	0	0	0	0	0	0	0	0	0	0	0.168	0	0	0	0	0	0	0	0	0	0	0
LOC100288332	20.358	4.426	17.947	4.037	13.669	5.946	11.977	4.607	14.009	14.858	8.184	10.66	19.417	13.883	17.433	9.449	21.391	20.699	5.501	15.343	3.764	9.971	2.858	11.17	6.577	9.337	12.672	8.816	3.677	12.238
LOC100288336	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0.014	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288562	0	0.022	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0	0
LOC100288568	0	0	0	0.05	0	0	0.244	0	0	0.03	0.027	0	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186
LOC100288646	1.856	0.915	1.4	0.291	2.384	0.244	0.235	0.346	0.699	0.804	1.662	1.179	0.898	0.694	0.742	0.515	0.495	0.382	0.115	0.744	0	0	0.352	0.564	0.129	0.713	0.988	0.806	0	0.359
LOC100288807	0.191	0.091	0.033	0.13	0	0.544	0.14	0.694	0.044	0	0.093	0	0.033	0.048	0.078	0.115	0.055	0.057	0.103	0.166	0.161	0	0.157	0	0.23	0	0	0.12	0	0.16
LOC100288814	0.209	0	0.108	0.071	0.262	0	0.287	0.253	0	0.042	0.228	0	0.055	0.039	0	0	0.045	0	0.084	0	0	0.362	0	0	0.094	0.174	0	0	0	0.525
LOC100289151	0.606	0.173	0.25	0.082	0.101	0	0.067	0.147	0.085	0	0.044	0	0	0.227	0.074	0.146	0.42	0.324	0.196	0	0	0	0	0	0	0	0	0	0	0.305
LOC100289187	0.18	0.086	0.093	0.082	0.05	0.308	0.132	0.291	0.126	0	0.087	0.083	0.283	0.112	0.368	0.181	0.078	0.803	0.243	0.157	0	0	0	0	0	0.1	0.208	0.113	0	0
LOC100289375	0.358	0.596	0.247	1.137	0.299	0.204	0.722	0.434	0.084	0	0.087	0.329	0.063	0	0.11	0.503	0.052	0.426	0.771	0	0	0	0	0	0.648	0.199	0	0.225	0.412	0
LOC100289561	10.033	1.89	8.383	1.849	7.296	2.213	4.339	0.941	3.938	4.247	3.038	2.049	3.324	4.215	8.514	2.412	4.654	6.055	1.828	7.757	1.478	4.489	1.436	2.556	2.807	2.693	6.717	1.949	0.893	4.23
LOC100500938	0.084	0	0	0	0	0	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505478	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505549	0.476	0.581	0.737	0.393	1.107	0.639	0.729	0.329	0.594	0.944	0.618	0.562	1.069	0.903	0.593	0.45	1.104	0.515	0.494	0.531	0.69	0.943	0.168	0.403	0.676	0.622	0.235	0.256	0	0.513
LOC100505679	0.406	0.193	0.14	0.644	0.226	0.925	0.223	0.328	0.284	0.327	0	0.186	0.213	0.203	0.124	0.407	0.293	0.241	0.218	0	0.686	0	0	0	0.489	0	0	0.255	0	0
LOC100505767	0.064	0.68	0.46	1.039	0.797	0.87	0.315	0.694	0.089	0.179	0.88	0.613	0.067	0.071	0.156	0.65	0.303	0.283	0.411	0.332	0.968	0.221	0.157	0	0.575	0.106	0.44	0	0.219	0
LOC100505781	2.3	0.385	0.768	1.196	1.017	0.694	2.9	2.131	2.271	1.743	1.034	0.745	1.134	1.62	0.579	0.813	1.524	1.326	1.201	0	0.686	0.469	0	0	0.489	1.351	1.872	1.019	0	1.36
LOC100505836	0	0	0.051	0.034	0	0	0.027	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0	0	0
LOC100505841	0.153	0.109	0	0	0	0	0.084	0	0	0.061	0	0	0.08	0	0	0.184	0	0	0.123	0	0	0	0	0	0	0	0	0	0	0
LOC100506127	1.609	0.164	3.771	0.656	3.07	0.314	1.263	0.334	0.257	1.443	1.271	1.139	0.65	0.602	1.406	0.635	0.398	1.925	0.408	1.078	0.466	0.797	0.227	0.544	0.955	0.306	1.113	1.298	0	0.578
LOC100506248	0.755	2.016	0.584	0.385	0.788	0	1.245	1.372	0.66	1.064	0.481	0.779	0	1.059	0.635	0.567	0.981	1.177	0.914	0	0	0	0	0	0.512	0.314	0.653	1.066	0	0
LOC100506310	0.051	0.037	0.027	0	0.15	0.132	0.028	0	0.108	0.073	0.056	0.035	0.121	0.058	0.031	0	0.089	0.115	0.062	0	0.065	0	0	0	0.023	0.171	0	0	0	0.065
LOC100506388	0.066	0.142	0.034	0.045	0	0	0.036	0	0.185	0.053	0.072	0.091	0	0.273	0.02	0.04	0.172	0	0.107	0	0	0	0.327	0	0.12	0	0	0	0	0
LOC100506422	0.232	0.021	0.03	0.079	0.024	0.099	0.319	0.035	0	0.199	0.021	0	0.03	0	0.008884	0	0.025	0	0.094	0	0.074	0	0	0	0.052	0	0	0	0	0
LOC100506504	0.03	0.043	0.108	0.265	0.025	0.205	0.066	0.109	0.063	0.024	0.033	0.041	0.047	0.011	0.064	0.216	0.078	0.053	0.194	0.078	0.304	0.208	0.296	0	0.108	0.05	0.207	0.169	0	0.075
LOC100506533	0.319	0.113	0.082	0	0.266	0	0.175	0	0.111	0.128	0.232	0.439	0.584	0.238	0	0.479	0.345	0.852	0.643	0	0	0	0	0	0.72	0.265	0	0	0	0
LOC100506571	0	0.182	0.026	0.052	0.319	0.174	0.042	0.062	0.089	0.092	0.186	0.176	0.12	0.153	0.25	0.276	0.033	0.114	0.123	0	0.065	0.177	0.063	0	0.184	0.042	0.265	0	0	0.128
LOC100506667	0	0.07	0.102	0.269	0	0.338	0.054	0	0	0.04	0.144	0	0	0.037	0.03	0.059	0.043	0.176	0.08	0	0	0.343	0	0	0	0.165	0	0	0	0
LOC100506688	0.233	0.186	0.315	0.237	0.024	0.099	0.08	0.247	0.142	0.398	0.243	0.48	0.366	0.207	0.053	0.087	0.189	0.259	0.798	0.227	0	0.202	0.215	0.115	0.026	0.193	0.503	0.055	0	0.365
LOC100506745	0	0	0	0	0	0	0.085	0	0.108	0	0	0	0.161	0	0.047	0	0	0	0	0	0.39	0	0	0	0	0	0	0.29	0	0
LOC100506859	0.671	0	1.088	0.326	0.4	0	0.474	0	0.134	0.347	0.418	0.528	0	0.108	0.352	0.173	0.042	0.085	0.155	0.999	0.243	0	0	0.378	0.087	0	0.332	0	0	0.241
LOC100506870	0.283	0.404	0.439	0.482	0.059	0.727	0.311	0.172	0.347	1.084	0.567	0.78	1.634	0.795	0.759	0.681	0.43	0.631	1.315	0.369	0.18	0.246	0.699	0.56	0.768	0.354	0.98	0.267	0.733	1.068
LOC100506888	0.072	0	0.037	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506972	0	0	0	0	0	0	0	0	0	0	0.006381	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507003	0.087	0	0	0.088	0	0	0.048	0	0	0.017	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0.039	0	0.15	0	0	0
LOC100507161	0	0	0	0.019	0.023	0	0.015	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507172	0	0.201	0.073	0	0.118	0.242	0	0.171	0	0	0.051	0	0	0.211	0.086	0.085	0.184	0.252	0.228	0	0	0	0	0	0	0	0	0	0	0
LOC100507203	0.054	0.707	0.069	0.055	0.022	0.092	0.147	0.032	0	0.065	0.059	0	0	0.01	0.025	0.113	0	0	0.043	0	0	0	0.066	0	0.048	0.045	0	0.05	0	0
LOC100507341	0.085	0.12	0.044	0	0	0	0.139	0	0.059	0	0.062	0	0	0.032	0	0	0	0	0.068	0	0.214	0	0	0	0	0	0	0	0	0
LOC100507369	0.198	0	0	0.067	0.165	0.169	0.217	0.12	0	0.119	0.072	0.136	0	0.074	0.03	0.714	0	0	0.08	0	0	0	0	0	0.089	0	0	0	0.341	0
LOC100507462	0.075	0.053	0.013	0.101	0.083	0	0.082	0.09	0.017	0.16	0.145	0.034	0	0.056	0.038	0.045	0.065	0.155	0.14	0.065	0	0.086	0.184	0.098	0.067	0.083	0.086	0.094	0.086	0
LOC100507607	0.381	0.109	0.374	0.156	0.541	0.456	0.251	0.092	0.24	0.107	0.402	0.262	0.04	0.128	0.292	0.206	0.314	0.442	0.339	0.298	0.387	0	0	0	0.276	0	0.132	0	0	0.192
LOC100507656	0.133	0.071	0.137	0.181	0	0.17	0.164	0.081	0.046	0.267	0.206	0.046	0.07	0.149	0.122	0.16	0.158	0.178	0.107	0.173	0	0.23	0	0.131	0.09	0	0.115	0.063	0	0
LOC100508736	0.129	0.031	0.044	0.146	0.072	0	0.236	0	0	0.069	0.094	0	0.023	0.032	0	0	0.019	0	0.069	0.112	0	0	0	0	0	0	0	0.162	0	0
LOC100509091	0.034	0	0	0	0.029	0	0.019	0	0	0.014	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0.031	0	0	0.129	0	0
LOC100509247	0.177	0.252	0.183	0.361	0	0	0.486	0	0	0	0.129	0	0	0.066	0.054	0	0	0	0.143	0.461	0	0	0	0	0	0	0	0	0	0
LOC100652732	0.355	0.422	0	0.081	0	0.202	0.13	0	0.083	0.143	0.043	0	0.372	0.177	0.072	0.285	0.154	0.106	0.478	0.309	0	0	0	0	0.428	0	0	0	0.408	0
LOC100652740	0.247	0.176	0.16	0.126	0.207	0.106	0.238	0.375	0.303	0.174	0.135	0.255	0.065	0.44	0.397	0.186	0.429	1.158	0.35	0.161	0.157	0.644	0.153	0	0.112	0.309	0	0	0.213	0.311
LOC100652741	2.84	1.105	3.22	1.754	2.013	2.3	2.208	1.517	2.156	3.008	2.189	3.035	0.979	1.895	1.978	2.28	2.129	2.231	1.131	2.969	0.806	1.102	0.691	2.287	0.945	1.835	1.939	1.864	0.193	1.832
LOC100652758	0.172	0.123	0.207	0.429	0.096	0.196	0.315	0.347	0.361	0.346	0.271	0.316	0.541	0.3	0.842	0.827	0.596	1.584	1.435	0.598	0.291	0.597	0.424	0.226	0.57	0.191	0.595	0	0	0.144
LOC100652766	5.557	3.903	14.537	7.139	6.251	11.084	17.051	9.163	11.605	4.256	4.128	4.674	7.361	8.896	3.471	5.753	9.461	2.957	5.419	9.652	9.594	5.889	5.517	4.876	4.881	6.036	4.538	7.845	2.129	7.759
LOC100652774	0	0	0	0.104	0	0	0	0	0	0.061	0.028	0	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0.264	0	0	0
LOC100652777	0.952	1.356	0.491	0.906	0.318	1.627	0.941	0.461	0.532	0.153	1.316	1.572	1.197	1.353	0.99	1.03	0.989	1.526	1.075	0	0	0.66	0	0	0.86	0.317	0	0	0	0.957
LOC100652824	0.065	0	0.011	0.089	0.018	0	0.156	0	0	0.079	0	0.06	0.046	0.008165	0.02	0	0.019	0	0	0.057	0	0	0	0	0.02	0.036	0	0	0	0
LOC100652871	0	0	0	0	0	0	0.139	0	0	0.051	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0
LOC100652894	0.154	0	0	0	0	0	0.169	0	0	0.062	0	0.212	0	0	0	0.185	0	0.069	0	0	0	0	0.19	0	0.209	0	0	0	0	0
LOC100652901	2.771	0.066	2.359	0.597	2.584	1.026	1.421	0.336	0.614	0.781	0.958	1.017	0.847	0.622	1.031	0.305	0.5	0.494	0.149	0.12	0.117	0	0.114	0.547	0.209	0.154	0.16	0	0.318	0.232
LOC100652943	0.11	0.333	0.114	0.225	0.069	0.941	0.227	0.333	0.077	0.033	0.27	0.265	0.072	0.01	0.034	0.232	0	0.074	0.333	0.215	0.628	0	0.136	0.326	0.224	0.046	0	0.052	0	0
LOC100652953	0	0.193	0	0.092	0	0	0.074	0.164	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0
LOC100653515	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0
LOC100862671	1.476	1.051	1.126	1.244	2.036	0.603	2.715	1.71	2.491	2.867	1.564	0.883	2.522	1.525	1.933	1.678	1.862	3.488	2.175	3.427	1.465	1.001	1.265	1.774	1.739	2.029	1.443	0.966	0.443	1.371
LOC100996250	0.196	0.028	0	0	0.033	0	0.108	0.047	0.082	0.047	0.057	0	0	0.059	0.072	0	0.051	0.174	0	0.102	0	0.136	0.097	0	0.071	0	0	0.074	0	0
LOC100996253	1.073	0.449	0.684	0.3	1.791	0.431	1.976	0.611	1.412	2.666	0.574	0.174	0.992	1.582	1.197	0.531	1.448	3.26	0.458	2.301	0.48	1.313	2.022	0.747	0.684	1.89	1.964	0.119	0.435	1.268
LOC100996254	0.116	0	0	0.079	0	0.198	0.159	0.07	0.283	0.07	0.021	0	0.091	0.282	0.035	0.035	0.075	0.052	0.234	0	0	0.402	0	0	0.052	0.193	0	0	0	0
LOC100996256	0.894	0.239	1.211	0.684	0.56	0	0.737	0.406	0.625	0.54	0.732	0.461	0.527	0.502	1.128	0.806	0.339	0.199	0.361	2.62	1.417	0.388	0.551	1.765	0.808	0.372	1.16	0.421	0	0.562
LOC100996259	0	0.47	0	0.18	0.11	0.226	0.073	0	0.092	0	0	0.546	0	0.049	0	0	0	0.118	0.96	0	0.335	0	0	0	0	0	0	0	0	0
LOC100996261	0.123	0	0	0.167	0	0	0.135	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996273	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0.007027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996276	0.263	0.131	0.027	0.054	0.176	0.045	0.101	0	0.074	0.212	0.163	0.072	0	0.049	0.097	0.095	0	0.047	0.17	0.48	0.267	0	0.13	0	0	0	0	0.099	0.091	0
LOC100996278	0	0	0	0	0	0	0.067	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996279	0.031	0.044	0.016	0.084	0.026	0.053	0.136	0	0	0.025	0.023	0	0	0.012	0	0.019	0	0	0	0	0	0	0	0	0.084	0	0	0	0.107	0
LOC100996282	0	0	0.057	0.037	0	0	0.06	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996287	0.149	0	0.038	0	0	0	0.204	0	0	0	0.054	0	0	0	0	0.089	0	0	0.06	0	0	0	0	0	0.067	0	0	0	0	0
LOC100996289	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0.065	0	0.104	0	0	0	0	0	0	0.426	0	0	0	0	0	0	0
LOC100996290	0.149	0.106	0.103	0.101	0	0.085	0.369	0.03	0.035	0.14	0.054	0.137	0.091	0.074	0.038	0.164	0.043	0.022	0.04	0.065	0.126	0.086	0.123	0	0.067	0.083	0	0.14	0	0.063
LOC100996295	0.015	0.01	0	0.05	0	0	0.048	0.018	0	0.018	0	0	0	0	0.004484	0.00881	0	0.039	0.012	0	0.037	0	0	0	0	0	0	0	0	0
LOC100996301	0.083	0	0.043	0	0	0.285	0	0	0	0	0.03	0	0	0.031	0	0.05	0.072	0	0.067	0.218	0	0	0	0	0	0	0	0	0	0
LOC100996304	0.257	0	0.154	0.087	0.036	0	1.574	0.57	0.03	0.379	0.218	0.059	0	0	0.981	0.308	0	0	0	0	0	0	0	0	0	0.142	0	0	0	0.107
LOC100996312	0	0.077	0	0.294	0.18	0.185	0.059	0	0.076	0	0.432	0	0	0	0	0.065	0	0	0.087	0	0	0	0	0	0.098	0	0	0	0.372	0
LOC100996314	3.141	5.091	3.816	6.679	2.169	4.102	8.604	12.556	3.079	1.752	5.229	2.281	0.726	2.833	1.377	1.427	6.857	3.526	3.294	6.637	7.844	0.515	9.268	4.298	2.95	1.194	2.567	4.656	7.079	3.917
LOC100996317	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0.07	0	0	0	0	0	0	0
LOC100996318	0.087	0	0	0	0	0	0.114	0	0.012	0.077	0	0	0	0.006497	0.011	0.01	0.023	0.015	0.014	0	0	0	0	0	0	0	0.18	0.033	0	0
LOC100996325	0.208	0.037	0.107	0.124	0	0.044	0.257	0.094	0	0.094	0.038	0.179	0	0	0.016	0.047	0	0	0.021	0.068	0.066	0	0	0	0.023	0	0.09	0.147	0	0
LOC100996329	0.109	0.039	0.648	0.557	0.137	0.047	0.135	0.364	0.095	0.055	0.268	0	0.029	0.01	0.025	0.016	0.024	0.049	0.154	0.213	0.138	0	0.067	0.108	0.321	0.045	0.094	0	0.094	0
LOC100996331	0.041	0	0.021	0.138	0	0	0.268	0	0	0.18	0.015	0.056	0	0.015	0.012	0	0	0.073	0.033	0	0	0	0	0	0	0	0	0	0	0
LOC100996337	0	0.199	0	0	0	0.239	0.153	0	0	0.056	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996350	0.398	0	0.206	0.271	0.074	0.076	0.73	0	0.062	0.16	0.032	0.061	0.162	0.017	0.041	0.027	0.038	0.079	0.107	0	0	0	0	0	0.04	0	0	0.083	0	0
LOC100996356	9.684	14.605	7.558	12.01	15.289	4.869	31.795	19.421	19.918	39.567	7.61	4.704	34.373	20.129	17.798	10.37	23.862	32.335	9.522	19.08	5.574	12.417	8.023	11.889	15.071	11.51	25.051	13.786	7.014	17.18
LOC100996368	0.105	0	0.109	0	0.352	0	0	0	0.074	0.042	0	0	0.387	0.039	0	0	0.046	0	0	0.275	0	0	0	0	0	0	0.365	0	0	0
LOC100996369	0.091	0.129	0	0	0	0.465	0.05	0.11	0	0.036	0.033	0.125	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996372	0	0	0.034	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996378	0	0	0.049	0.065	0	0	0	0.115	0	0.077	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996380	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0	0	0	0	0
LOC100996382	0.046	0.065	0	0.062	0.038	0	0.277	0.056	0	0.24	0.067	0	0	0.069	0.112	0.055	0.04	0.327	0.074	0.119	0.116	0.318	0.113	0	0	0	0	0	0	0
LOC100996392	0	0	0.064	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996394	0.048	0	0	0.065	0	0	0.105	0	0	0	0.017	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0.09	0	0
LOC100996401	0.14	0.099	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0
LOC100996405	0	0	0	0	0.031	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996408	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996412	0	0.026	0	0.024	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.094	0	0	0	0	0	0	0	0.068	0	0
LOC100996413	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0.034	0	0	0	0	0.145	0	0	0	0	0	0.081	0	0	0	0	0
LOC100996423	0	0	0.13	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996426	0.057	0	0	0.039	0.048	0.098	0.063	0	0	0	0	0	0	0.086	0	0.103	0	0.102	0.046	0.149	0	0	0	0	0	0	0	0	0	0
