Feature.ID	P1_FF_RPKM_fwd_RNA.Seq	P1_FFPE_RPKM_fwd_RNA.Seq	P2_FF_RPKM_fwd_RNA.Seq	P2_FFPE_RPKM_fwd_RNA.Seq	P3_FF_RPKM_fwd_RNA.Seq	P3_FFPE_RPKM_fwd_RNA.Seq	P4_FFPE_RPKM_fwd_RNA.Seq	P4_FF_RPKM_fwd_RNA.Seq	P5_FFPE_RPKM_fwd_RNA.Seq	P5_FF_RPKM_fwd_RNA.Seq	P6_FF_RPKM_fwd_RNA.Seq	P6_FFPE_RPKM_fwd_RNA.Seq	P7_FFPE_RPKM_fwd_RNA.Seq	P7_FF_RPKM_fwd_RNA.Seq
LAMTOR2	1.58	4.925	11.388	1.545	7.587	1.399	0.525	8.595	1.125	6.013	10.109	1.033	0.783	10.045
LAMTOR3	2.55	1.686	11.752	2.725	12.043	0.757	1.985	9.31	1.433	5.69	8.911	0.54	1.287	8.716
LAMTOR4	6.908	5.646	28.896	4.728	24.323	0.623	1.608	23.91	1.968	16.785	16.724	4.598	1.162	17.904
LAMTOR5	3.527	1.793	18.503	4.333	14.039	3.362	3.262	10.197	2.705	7.183	11.54	1.064	2.3	8.122
LANCL1	3.452	1.058	9.952	4.014	12.182	1.901	4.21	9.791	2.945	9.412	12.964	1.461	3.817	13.918
LANCL2	1.307	0.864	6.26	1.571	4.889	0.131	1.027	4.176	0.855	3.647	4.619	0.854	0.551	4.991
LANCL3	0.231	0.183	0.022	0.053	0.129	0	0.054	0.152	0.033	0	0.238	0.09	0.053	0.038
LAP3	4.649	2.323	14.116	3.09	19.537	0.635	1.363	20.288	0.886	13.17	15.695	0.718	0.719	15.442
LAPTM4A	8.841	8.982	37.614	8.794	60.255	6.045	9.628	55.93	8.684	25.478	43.768	2.676	7.351	38.756
LAPTM4B	2.095	1.362	6.412	1.763	10.224	2.639	2.478	13.379	1.761	2.183	6.914	1.706	1.747	3.906
LAPTM5	2.471	5.716	2.75	3.288	9.501	2.807	2.515	9.975	2.248	3.977	3.237	5.07	2.737	3.846
LARGE	1.702	3.314	2.467	1.482	4.671	1.36	1.895	6.055	1.538	2.343	5.38	1.938	1.248	3.046
LARP1	5.013	8.863	21.524	9.563	20.796	5.924	9.048	15.161	6.261	18.392	15.755	8.353	6.658	20.174
LARP1B	1.643	0.997	10.27	2.565	9.018	0.501	1.457	7.108	0.575	7.147	7.363	0.598	1.152	7.411
LARP4	2.447	1.602	9.99	3.818	13.456	1.831	3.236	9.566	2.959	8.812	8.782	1.026	2.762	10.024
LARP4B	3.952	4.234	11.026	4.696	11.724	2.398	3.314	10.608	3.048	14.456	15.793	2.245	2.363	14.644
LARP6	1.247	2.689	3.99	1.16	5.592	0.407	0.992	5.693	0.794	3.311	3.926	1.759	0.948	4.055
LARP7	4.732	3.262	25.837	5.961	22.439	0.791	2.938	19.15	1.985	16.412	21.075	1.67	1.04	17.987
LARS	6.737	4.066	40.146	8.482	36.038	1.414	4.611	28.332	2.845	23.584	29.702	2.57	2.639	34.405
LARS2	1.427	0.653	4.604	1.21	6.659	0.453	1.149	4.687	0.677	4.734	4.407	0.909	0.465	5.591
LAS1L	1.606	2.858	7.454	2.22	8.18	0.765	1.006	6.987	1.056	5.484	7	1.534	1.107	5.42
LASP1	2.993	3.883	4.604	2.86	13.383	2.967	2.808	8.752	2.824	9.108	6.613	3.448	2.379	9.125
LAT	0.792	0.881	0.393	0.57	0.767	0.413	0.485	1.19	0.712	0.506	0.528	0.763	0.193	0.309
LAT2	0.596	0.974	0.992	0.64	1.656	0.696	0.449	1.105	0.65	2.787	1.363	0.826	1.014	3.296
LATS1	3.254	2.833	11.905	3.861	10.007	1.539	2.307	9.076	2.039	9.207	10.84	0.733	1.655	11.748
LATS2	1.123	1.98	4.21	1.724	5.371	0.962	2.291	4.711	1.264	3.901	4.045	1.16	2.004	3.679
LAX1	0.653	2.373	0.418	0.638	0.392	0.116	0.325	0.41	0.93	0.37	0.277	0.975	0.081	0.25
LAYN	1.22	0.77	0.758	0.601	3.306	0.55	1.258	5.888	1.106	1.296	1.868	0.87	0.673	1.394
LBH	1.517	4.151	9.892	3.343	15.43	3.112	3.349	10.115	2.497	12.054	8.937	3.831	7.743	18.82
LBP	0.649	0.054	0	0	0	0.201	0.094	0	0.462	0	0	0.531	0.047	0
LBR	2.07	1.33	14.94	4.436	10.187	1.486	3.039	12.933	1.929	7.124	11.531	1.366	2.08	7.748
LBX1	0.06	0	0	0	0	0	0	0	0	0	0	0.391	0.069	0
LBX2	0.106	0.21	0	0	0.042	0	0.062	0.078	0	0.148	0.042	0	0.061	0
LCA5	1.108	0.732	1.674	0.762	2.724	0.242	0.531	3.554	0.742	1.416	2.698	0.277	0.452	2.309
LCA5L	1.041	0	0.399	0.148	0.468	0.081	0	0.476	0.093	0.547	0.825	0	0.038	0.563
LCAT	0.624	1.126	0.856	0.389	2.09	0.281	1.189	2.411	0.243	1.22	1.755	0.965	0.394	0.842
LCE1A	0	0	0	0	0	0.305	0	0	0	0	0	0.161	0.142	0
LCE1B	0.067	0	0	0	0	0	0.079	0	0.288	0	0	0	0.312	0
LCE1C	0.111	0	0	0	0	0.274	0	0	0	0	0	0.145	0	0
LCE1D	0	0	0	0	0	0	0	0	0	0	0	0.467	0.207	0
LCE1E	0.521	0	0	0	0	0	0	0	0.557	0	0	1.022	0.301	0
LCE2A	0.13	0	0	0	0	0	0	0	0.37	0	0	1.188	0.45	0
LCE2B	0.251	0	0	0	0	0	0	0	0	0	0	0	0.145	0
LCE2C	0.125	0	0	0	0	0	0	0	0.357	0	0	0.655	0	0
LCE2D	0	0	0	0	0	0	0.147	0	0	0	0	0.33	0	0
LCE3B	0	0	0	0	0	0	0.311	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0.258	0	0	0.236	0	0
LCE3D	0.378	0	0	0	0	0	0	0	0	0	0.1	0.659	0	0
LCE3E	0.377	0	0	0	0	0	0	0	0	0	0	0	0.145	0
LCE4A	0	0	0	0	0	0	0	0	0	0	0	0.777	0	0
LCE5A	0.282	0	0	0	0	0	0.109	0	0.401	0	0	0.614	0.217	0
LCE6A	0.359	0	0	0	0	0.297	0	0	0.171	0	0	0.939	0	0
LCK	0.379	1.593	1.071	0.628	0.881	0.427	0.12	0.958	0.343	0.643	1.037	0.585	0.398	0.709
LCLAT1	2.188	1.567	10.771	3.466	10.94	0.904	1.75	5.739	1.277	9.171	8.765	1.589	2.283	10.439
LCMT1	3.142	3.338	6.877	2.432	8.575	1.53	1.306	5.916	1.439	5.453	5.781	2.494	1.232	7.351
LCMT2	0.864	1.178	3.208	0.893	3.478	0.535	0.565	2.471	0.692	1.842	2.932	0.282	0.281	2.091
LCN1	0.195	0	0	0	0	0.241	0	0	0	0	0	0	0	0
LCN10	0.267	0.202	0.072	0	0.183	0.094	0.133	0.167	0.326	0.036	0.121	0.149	0.044	0
LCN12	0	0.885	0.526	0.255	0.446	0	0.649	0.653	0	1.043	0.884	0.875	0.258	0.46
LCN15	0.101	0.4	0	0	0.242	0.25	0	0	0.144	0	0	0.132	0	0
LCN2	2.151	11.745	7.935	13.228	8.755	1.159	0.326	11.914	2.264	6.117	3.483	1.1	5.297	3.853
LCN6	0.108	0	0.102	0	0.173	0.268	0.252	0.079	0	0.303	0.086	0	0.125	0.089
LCN8	0.251	0	0	0	0	0	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	0.168	0	0	0	0	0.379	0	0
LCNL1	0.042	0.664	0	0.048	0.134	0.104	0.195	0.399	0.477	0.078	0.265	0.821	0.048	0.034
LCOR	1.702	1.458	4.711	2.533	7.873	2.118	2.371	4.888	2.497	6.805	4.654	1.356	2.407	8.522
LCORL	1.054	0.092	4.52	1.316	3.709	0.345	0.544	2.352	0.397	3.402	4.083	0.325	0.299	3.704
LCP1	13.285	9.251	80.45	19.019	69.592	5.881	11.044	64.137	5.344	61.998	71.179	6.814	6.425	100.438
LCP2	2.349	5.035	1.855	3.041	3.149	1.18	3.323	4.485	1.808	3.618	2.44	2.78	2.642	1.987
LCT	0.466	0	0	0	0.009804	0.03	0.014	0	0.14	0.011	0.00971	0.176	0	0
LCTL	0.506	0	0	0	0	0	0	0	0.154	0.068	0	0.094	0	0
LDB1	4.17	6.235	11.984	4.134	17.834	1.639	3.58	19.013	2.662	12.066	15.681	3.948	2.128	12.393
LDB2	1.662	3.257	2.971	2.419	4.127	1.988	2.233	6.65	2.693	4.204	5.155	2.322	1.325	2.455
LDB3	1.355	2.711	0.733	0.861	1.245	0.935	3.428	4.116	1.578	0.947	3.148	1.972	1.839	0.942
LDHA	6.142	7.125	58.736	14.323	121.333	4.776	9.318	70.522	4.846	19.33	46.009	5.55	4.803	39.099
LDHAL6A	0.357	0	0.028	0	0	0.074	0.104	0.087	0.127	0.056	0.024	0.661	0.069	0.049
LDHAL6B	0.477	0	0.041	0	0.035	0	0	0	0.124	0	0	0.057	0	0
LDHB	13.404	13.656	68.354	12.332	66.623	3.81	9.223	75.1	9.991	32.37	50.719	9.673	6.387	46.791
LDHC	0.419	0	0.226	0	0	0	0	0	0	0	0	0.078	0	0.543
LDHD	0.89	0.49	1.049	0.339	2.226	0.092	0.086	0.788	0.264	1.664	1.5	0.291	0.086	2.507
LDLR	2.109	2.52	8.586	3.485	12.491	1.226	1.269	5.954	2.383	9	6.307	1.769	1.345	6.761
LDLRAD1	0.098	0	0	0	1.41	0	0.228	0.43	0.139	1.464	0.155	0.128	0	2.34
LDLRAD2	0.326	0.152	0.09	0.022	0.184	0.332	0.201	0.253	0.136	0.09	0.243	0.526	0.155	0.079
LDLRAD3	1.605	1.951	5.81	2.57	5.179	2.502	3.796	4.872	2.471	5.734	6.669	3.182	1.975	8.32
LDLRAD4	1.217	1.305	2.374	1.93	8.519	2.447	2.057	7.279	1.831	2.732	3.063	1.711	1.858	1.993
LDLRAP1	1.912	2.216	6.692	2.749	9.2	1.298	2.224	5.139	1.604	5.36	5.189	2.157	0.999	5.244
LDOC1	2.059	3.9	4.776	2.857	4.899	4.69	3.821	5.053	2.775	5.878	6.353	3.275	4.633	3.853
LDOC1L	1.415	1.05	6.126	2.141	4.91	1.574	1.932	4.979	2.159	4.884	5.527	2.794	2.253	4.592
LEAP2	1.087	0	1.128	0.496	0.87	0	0.253	0.398	0.31	0.508	1.034	1.279	0.251	0.448
LECT1	0.637	0	0.401	0.182	0.043	0	0.124	0.039	0	0.05	0.632	0	0	0
LECT2	0.856	0	0	0	0	0	0	0	0	0	0	0	0	0.059
LEF1	1.155	1.083	1.984	0.828	1.535	0.877	1.062	2.7	0.424	4.681	2.081	0.633	1.033	9.958
LEFTY1	0.047	0	0.045	0	0.227	0	0	0.069	0.067	0.088	0	0.185	0	0.039
LEFTY2	0.035	0	0.133	0	0.422	0	0.204	2.084	0.05	0.033	0.111	0.092	0.284	0.029
LEKR1	1.134	0.075	0.428	0.345	0.439	0.047	0.22	0.249	0.054	0.353	0.464	0	0.022	0.374
LELP1	0.441	0	0	0	0	0	0	0	0.628	0	0	0.961	0	0
LEMD1	0.72	0	0.075	0	0.128	0.198	0.093	0	0	0	0	0.105	0	0
LEMD2	1.212	1.831	5.084	1.552	6.096	1.042	1.755	4.4	1.585	3.675	4.038	1.584	0.686	4.178
LEMD3	1.666	2.224	9.562	1.736	9.205	0.397	0.746	7.402	0.799	5.54	6.996	0.775	0.852	8.211
LENEP	0	0	0.112	0	0	0	0	0	0	0	0	0	0	0
LENG1	1.036	2.055	5.619	0.591	5.253	0	0.301	5.565	0.123	3.955	4.723	0.226	0.1	4.555
LENG8	5.383	24.549	7.375	11.994	12.116	9.646	11.489	14.942	9.239	15.398	15.208	14.985	9.648	11.136
LENG9	0.521	0.953	1.851	0.685	2.692	0.695	0.699	1.496	0.513	3.444	1.46	1.414	0.139	4.159
LEO1	3.722	2.413	29.726	6.899	12.056	1.419	2.04	10.716	1.478	12.541	13.331	1.029	0.496	13.151
LEP	0.426	0.03	0	0	0	0.056	0.052	0	0.288	0	0.018	0.176	0.026	0
LEPR	0.925	0.265	2.121	0.851	3.556	0.386	0.557	4.698	1.031	1.457	2.339	0.728	0.605	2.496
LEPRE1	1.065	1.113	3.198	0.819	3.189	0.123	0.547	2.356	0.388	1.758	2.727	0.356	0.143	2.448
LEPREL1	1.368	1.137	1.455	0.468	14.26	1.356	1.182	6.538	3.618	18.625	3.639	0.996	7.454	54.37
LEPREL2	1.283	1.31	1.237	0.565	3.382	0.289	0.814	3.223	0.83	1.199	1.802	0.61	0.236	1.321
LEPREL4	0.945	1.875	3.398	0.64	3.073	0.073	0.378	2.639	0.126	1.546	2.669	0.425	0.376	2.629
LEPROT	0.54	0.198	5.449	0.342	6.606	0.074	0.07	3.989	0.064	3.016	4.949	0.02	0.017	5.17
LEPROTL1	2.027	0.743	6.172	2.731	5.649	1.211	2.359	6.671	1.879	4.177	4.453	1.501	2.09	5.756
LETM1	1.281	1.563	5.639	1.509	7.68	0.419	0.999	4.554	0.902	5.103	5.499	1.196	1.058	5.253
LETM2	0.732	0	0.077	0.046	0.326	0	0.095	0.477	0.058	0.342	0.387	0.053	0.047	0.134
LETMD1	3.502	0.702	14.408	5.609	18.484	2.981	4.322	12.821	2.721	10.413	13.065	3.237	2.781	16.381
LEUTX	0.801	0	0	0	0	0	0	0	0	0	0	0	0	0
LFNG	0.926	0.547	9.461	2.945	3.352	0.423	2.267	2.461	0.937	3.551	4.498	1.719	1.014	6.021
LGALS1	10.332	14.206	15.586	3.929	34.172	3.073	5.289	37.521	2.551	12.745	25.33	3.782	2.548	11.464
LGALS12	0.234	0	0	0	0.053	0.248	0.078	0.073	0.048	0	0.026	0.437	0.039	0
LGALS13	0.517	0	0	0	0	0	0	0	0	0	0	0.169	0	0
LGALS14	0.568	0	0	0	0	0	0.083	0	0.303	0	0	1.021	0	0
LGALS16	0.641	0	0	0	0	0	0	0	0.182	0	0	0	0	0
LGALS2	0.291	0.577	0	0.332	0.233	0	0.339	0.959	0.415	0.136	0.115	0.381	0	0
LGALS3	7.533	7.317	12.756	4.385	66.492	0.953	4.025	27.24	3.394	13.433	16.693	2.512	1.866	30.465
LGALS3BP	13.979	11.826	21.39	4.229	35.599	2.95	2.968	29.61	2.955	11.602	17.387	3.246	2.163	9.304
LGALS4	0.601	0.238	0.057	0.137	1.298	0.149	0.07	0.484	0.685	0	0.048	0.393	0	0.149
LGALS7	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0	0	0	0	0	0	0.411	0	0
LGALS8	3.214	1.706	11.471	4.127	18.982	2.598	3.016	15.032	3.184	13.361	11.724	1.807	2.091	15.246
LGALS9	0.697	1.498	0.822	0.348	1.883	0.756	1.318	2.967	0.683	1.018	0.933	1.424	0.957	0.574
LGALS9B	0.247	0	0	0	0	0.307	0	0.453	0.088	0.058	0.049	0	0	0.051
LGALS9C	0.268	0.296	0	0	0.036	0.222	0	0.131	0.191	0	0	0.468	0.103	0
LGALSL	1.165	0.956	5.965	1.764	8.117	1.643	1.916	6.088	2.003	6.757	9.663	0.84	0.627	6.256
LGI1	0.585	0.043	0.031	0	0.026	0	0.076	0.024	0.278	0	0.077	0.17	0	0.027
LGI2	0.376	0.176	0.183	0.028	0.252	0.18	0.296	0.542	0.259	0.17	0.144	0.254	0.042	0.12
LGI3	0.212	0.311	0.222	0	0.113	0.117	0	0.293	0.268	0.198	0.187	0.215	0.027	0.097
LGI4	0.479	2.006	0.954	0.486	1.299	0.33	0.681	1.423	1.137	0.721	1.498	0.731	0.369	0.219
LGMN	4.806	3.925	14.895	2.742	25.141	0.788	2.344	22.073	1.208	18	15.574	1.432	1.634	17.152
LGR4	2.886	0.813	8.757	2.056	11.793	1.017	2.182	9.75	1.648	12.869	8.221	0.938	1.931	18.686
LGR5	0.48	0	0.377	0.091	1.025	0	0.124	0.489	0.38	0.125	0.571	0.174	0.031	0.396
LGR6	0.76	1.005	0.119	0.145	0.355	0.314	0.221	0.68	0.391	0.118	0.335	0.966	0.415	0.348
LGSN	0.45	0.018	0	0	0.076	0	0.032	0.03	0.175	0.013	0.076	0.036	0	0.202
LHB	0	0	0	0	0	0	0	0	0.209	0	0.116	0.192	0	0
LHCGR	0.497	0	0	0.028	0.02	0.123	0.058	0	0.354	0	0.02	0.325	0.115	0
LHFP	1.318	5.651	5.743	3.007	12.456	4.237	5.139	13.901	4.059	5.825	5.929	1.63	3.953	4.99
LHFPL1	0.479	0.23	0	0	0.209	0	0	0.574	0.186	0.122	0.069	0.057	0.05	0.144
LHFPL2	1.097	2.296	3.218	1.686	12.473	1.662	4.414	10.81	2.062	3.246	3.913	2.291	2.36	3.98
LHFPL3	0.242	0	0.046	0	0.019	0	0.028	0	0.103	0.045	0.038	0	0	0
LHFPL4	0.173	0.271	0.045	0	0	0.156	0	0	0.09	0	0.012	0.309	0.182	0
LHFPL5	0.895	0.047	0	0.041	0.029	0.621	0.042	0	0.561	0.033	0	0.796	0.124	0
LHPP	0.776	0.543	1.204	0.364	2.373	0.905	0.425	2.371	0.52	1.364	1.627	1.67	0.527	1.015
LHX1	0.224	0.03	0	0	0	0.167	0	0	0.064	0	0.018	0.205	0.026	0
LHX2	0.223	0	0	0	0.025	0.158	0	0.093	0.045	0	0	0.208	0	0
LHX3	0.03	0	0	0	0	0.074	0.035	0	0	0	0	0.156	0	0
LHX4	0.082	0	0	0	0	0.101	0	0	0.175	0	0	0.107	0	0
LHX5	0.111	0	0	0	0	0.183	0	0	0.053	0	0	0	0.043	0
LHX6	0.23	0	0.483	0.121	0.254	0.219	0.041	0.233	0.201	0.247	0.266	0.277	0.163	0.393
LHX8	0.471	0	0	0	0	0	0.146	0	0.179	0	0	0.247	0.036	0
LHX9	0.269	0	0	0	0	0	0.035	0	0.043	0	0	0.43	0.069	0
LIAS	1.555	1.292	2.388	0.862	4.338	0.771	0.672	3.644	0.633	1.702	3.909	0.29	0.154	3.075
LIF	0.155	0.538	0.438	0.508	2.774	0.816	0.811	3.148	0.69	0.416	0.783	1.114	0.761	0.335
LIFR	5.409	3.321	25.638	6.853	16.798	1.85	4.539	14.575	4.862	30.438	34.792	2.734	4.117	62.516
LIG1	1.92	1.582	2.163	0.996	4.908	0.371	0.493	4.327	0.852	2.47	3.873	0.652	0.375	2.876
LIG3	2.641	2.241	13.455	2.833	15.046	0.537	2.087	8.933	1.712	12.893	10.513	2.396	1.481	13.853
LIG4	1.041	0.723	2.86	0.946	4.135	0.306	1.026	3.655	0.628	3.181	3.691	0.623	0.53	4.186
LILRA1	0.737	0.065	0.139	0	0.197	0.122	0.143	0.108	0.28	0.046	0.175	1.092	0.17	0.081
LILRA2	0.307	0.29	0.083	0.1	0.14	0.109	0.051	0.16	0.561	0.123	0.139	0.63	0.051	0.072
LILRA3	0.192	0	0	0	0	0	0.167	0.07	0.205	0.045	0	0.376	0	0.039
LILRA4	0.405	0	0	0.103	0.072	0.223	0.157	0.033	0	0.042	0	0.059	0	0.111
LILRA5	0.857	0	0.045	0.163	0.191	0.118	0.222	0.209	0.204	0.045	0.189	0.56	0.11	0.196
LILRA6	0.821	0.078	0	0.045	0.11	0.388	0.159	0.1	0.056	0.018	0.031	0.46	0.339	0.081
LILRB1	0.607	0.903	0.191	0.375	0.385	0.376	0.177	0.371	0.324	0.449	0.361	0.629	0.088	0.146
LILRB2	0.473	0.208	0.074	0.12	0.463	0	0.183	0.731	0.337	0.344	0.208	0.412	0.243	0.303
LILRB3	0.327	0.216	0.128	0.093	0.109	0.27	0.063	0.398	0.155	0.102	0.043	0.285	0.157	0.09
LILRB4	0.589	0.584	0.313	0.294	1.238	0	0.171	2.454	0.315	0.516	0.525	0.337	0.468	0.303
LILRB5	0.305	0.224	0.128	0	0.353	0.252	0.118	0.174	0.097	0.222	0.081	0.266	0	0
LIM2	0.312	0	0	0	0	0	0.091	0	0.111	0	0	1.226	0.09	0
LIMA1	5.969	4.166	24.541	6.468	43.404	3.471	4.753	26.615	3.586	12.668	19.229	1.766	2.043	15.91
LIMCH1	14.62	8.482	44.429	11.716	54.974	3.743	8.35	34.696	5.61	20.787	32.731	4.549	5.699	27.388
LIMD1	1.578	2.361	5.052	2.61	5.315	1.91	2.69	5.177	2.352	5.624	4.566	2.015	2.347	5.574
LIMD2	0.453	1.166	2.112	0.952	1.163	0.177	0.638	1.291	0.679	0.668	0.907	1.246	0.496	0.609
LIME1	0.321	0.678	0.604	0.219	1.129	0.318	0.149	0.986	0	0.539	0.965	0.587	0.222	0.528
LIMK1	0.785	1.441	0.987	0.622	1.867	1.135	0.786	1.66	0.683	1.345	1.434	1.397	0.756	0.988
LIMK2	1.953	1.23	3.098	1.592	13.272	0.845	0.938	6.719	1.7	5.258	4.496	1.479	0.627	6.335
LIMS1	2.719	1.991	4.194	2.688	10.599	2.868	4.202	7.626	2.284	6.202	8.454	1.95	3.466	12.661
LIMS2	0.672	2.236	0.446	0.965	1.035	2.405	3.097	3.06	1.984	0.767	1.538	3.187	1.984	0.799
LIMS3	0.063	0.167	0	0	0.253	0	0	0.093	0	0	0	0.083	0	0
LIMS3L	0.19	0	0	0	0.152	0.157	0.221	0.185	0	0	0.1	0.165	0	0
LIN28A	1.57	0.127	0.018	0.066	0.015	0.237	0.267	0	0.655	0.072	0.046	0.576	0.332	0
LIN28B	0.447	0	0	0	0	0	0	0	0.08	0	0	0.055	0.048	0
LIN37	0.735	0.442	1.008	0.305	1.658	0.331	0.311	1.468	0.762	1.374	1.589	0.699	0.386	1.818
LIN52	0.983	0.339	2.257	0.878	2.805	1.166	1.393	3.099	0.67	1.878	2.88	1.286	0.741	2.818
LIN54	1.47	0.278	3.203	1.113	4.25	0.459	0.762	3.609	0.757	2.932	4.004	0.614	0.628	3.98
LIN7A	0.437	0.083	0.53	0.214	0.7	0.155	0.364	0.869	0.267	0.35	0.743	0.572	0.506	0.515
LIN7B	0.407	0.269	0.48	0.232	1.466	0.252	0.237	1.491	0.435	1.047	1.452	0.266	0.471	1.846
LIN7C	4.262	2.786	21.256	4.808	22.388	1.728	3.852	16.715	3.543	12.54	19.563	1.139	2.747	20.899
LIN9	0.621	0.352	1.923	0.405	1.827	0	0.026	1.022	0.316	0.704	1.563	0.029	0.026	0.895
LINGO1	0.524	0.069	0.643	0.06	0.168	0.13	0.122	0.211	0.149	0.098	0.125	0.857	0.091	0.043
LINGO2	0.518	0.447	0	0.051	0.072	0.112	0.131	0.165	0.193	0.042	0.286	0.295	0.208	0.186
LINGO3	0.036	0.048	0.068	0	0.029	0	0	0.053	0	0	0	0.047	0	0.059
LINGO4	0.147	0	0.139	0.034	0.307	0.366	0.24	0.238	0.126	0.083	0.21	0.193	0	0.049
LINS	1.071	0.04	2.741	0.454	3.6	0.228	0.676	3.674	0.523	2.374	2.862	0.32	0.354	2.395
LIPA	2.633	0.688	7.965	1.947	20.719	1.434	1.952	18.238	1.689	7.246	9.676	0.643	1.037	8.2
LIPC	1.15	0.127	0	0.055	0	0	0	0.035	0.341	0	0.076	0.063	0.111	0
LIPE	0.566	0.053	0.057	0.092	0.242	0.15	0.094	0.192	0.144	0.057	0.224	0.396	0.14	0.067
LIPF	0.353	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPG	1.262	1.252	1.015	0.339	0.787	0.092	0.065	0.544	0.423	0.347	0.633	0.364	0.322	0.214
LIPH	1.678	0.205	6.298	1.17	17.503	0.693	1.301	6.347	0.708	7.636	4.334	0.894	0.718	15.617
LIPI	0.799	0	0	0	0	0	0.055	0	0.134	0	0	0	0	0.039
LIPJ	0.363	0	0.147	0	0.124	0	0.06	0	0.074	0.048	0.123	0	0	0.043
LIPK	0.641	0	0	0	0	0	0	0	0.091	0	0	0	0	0.053
LIPM	0.984	0.068	0	0	0	0	0	0.038	0.221	0	0	0.068	0	0
LIPN	0.578	0	0	0	0	0.318	0.149	0.047	0.274	0	0	0.336	0.074	0
LIPT1	0.94	0.362	3.766	0.625	6.298	0.097	0.592	4.043	0.279	2.635	3.383	0.358	0.317	3.162
LIPT2	0.961	0	3.624	0.365	1.666	0.794	0.093	1.231	0.57	1.497	1.523	0.209	0	1.847
LITAF	11.323	7.194	39.594	13.544	65.732	13.078	13.686	39.801	11.352	34.415	41.059	10.635	14.996	50.634
LIX1	0.736	0	0.128	0.133	1.551	0.048	0.316	2.298	0.304	0.29	0.937	0.127	0.157	0.112
LIX1L	1.756	2.974	3.207	1.815	8.956	0.816	1.149	8.396	0.781	3.384	6.523	1.148	0.761	5.787
LLGL1	0.728	0.553	1.321	0.353	1.776	0.225	0.593	1.812	0.466	0.918	1.586	0.832	0.252	1.064
LLGL2	1.001	0.648	2.696	1.072	5.148	0.253	0.642	4.127	0.785	3.722	2.946	0.828	0.826	3.652
LLPH	2.463	2.422	10.958	1.873	14.101	0.783	1.47	9.388	1.259	8.264	8.961	0.991	1.168	10.357
LMAN1	8.919	4.498	73.046	14.183	66.497	4.768	8.083	41.672	5.956	48.657	61.881	4.552	6.708	68.591
LMAN1L	6.509	1.756	0.543	0.303	7.051	0.768	0.721	7.1	1.703	4.966	12.494	0.81	0.051	6.859
LMAN2	7.007	7.156	41.539	6.366	31.561	2.288	2.49	21.443	2.57	22.233	22.946	3.017	1.94	28.108
LMAN2L	1.731	2.579	6.794	1.651	7.176	0.312	1.428	8.04	1.12	3.94	6.858	1.275	1.128	5.522
LMBR1	2.814	0.935	11.012	3.264	11.849	0.896	2.25	10.163	1.478	8.608	11.774	0.945	1.981	11.787
LMBR1L	1.115	2.384	1.916	1.496	3.882	1.3	1.487	3.888	1.868	2.083	3.092	2.957	1.023	1.459
LMBRD1	4.063	1.409	22.358	4.787	23.186	1.403	2.248	18.801	2.135	13.539	18.662	1.785	1.925	22.832
LMBRD2	1.876	0.848	7.232	1.355	11.458	0.471	1.464	7.337	0.44	6.125	6.55	0.186	0.878	9.02
LMCD1	1.463	2.755	2.341	1.264	9.329	0.989	1.186	6.07	1.705	2.486	3.724	1.043	1.025	1.096
LMF1	1.003	0.702	1.891	1.11	2.313	0.073	0.652	1.577	0.882	1.626	1.823	1.157	0.682	1.823
LMF2	0.917	1.877	2.872	1.147	4.757	0.293	1.445	3.4	0.59	3.261	3.774	1.74	0.513	2.681
LMLN	0.989	0.852	1.449	0.895	1.496	0.32	0.825	1.463	0.857	1.175	1.686	0.478	0.696	1.408
LMNA	4.998	12.115	8.025	5.882	26.557	4.799	6.418	36.284	3.56	10.394	14.08	6.005	4.815	12.857
LMNB1	1.084	0.329	3.599	1.005	2.747	0.28	0.368	1.737	0.354	2.216	2.095	0.532	0.836	1.563
LMNB2	1.01	2.188	2.934	0.963	3.974	0.697	1.444	3.115	0.684	3.109	2.978	1.363	0.727	2.059
LMO1	0.153	0	0	0	0	0	0	0.037	0.073	0	0	0.133	0.059	0
LMO2	0.668	1.177	2.579	0.472	2.647	0.473	0.222	4.145	0.861	1.189	2.117	1.622	0.368	1.205
LMO3	1.029	1.991	1.068	0.544	2.219	0.554	1.648	3.144	0.892	0.947	3.651	0.546	2.103	2.236
LMO4	1.963	3.253	3.674	2.158	5.406	1.833	2.565	9.59	2.086	3.309	5.602	0.985	1.48	3.176
LMO7	3.676	2.866	14.776	3.493	17.405	0.784	2.018	9.828	1.84	12.417	11.698	0.98	1.483	19.865
LMOD1	7.169	17.881	12.168	5.504	33.957	5.811	11.047	64.056	6.458	13.165	29.824	7.372	7.661	18.074
LMOD2	0.537	0	0	0	0.114	0.177	0.458	0	0.255	0	0	0.187	0.041	0
LMOD3	0.731	0.223	0	0.021	0.09	0	0.196	0.055	0.508	0	0.045	0.564	0.043	0.015
LMTK2	1.598	1.113	6.514	2.411	6.415	0.639	1.5	4.517	1.187	5.749	4.685	1.123	1.043	5.947
